dimension,group,quantity,policy,value,case,role,seed
joint,EB-4 / ROW,principal_backlog_2024,Historical,294250.0,catchall_60_65,primary,2021
joint,EB-5 / India,principal_backlog_2024,Historical,2212.0,catchall_60_65,primary,2021
joint,EB-5 / China,principal_backlog_2024,Historical,17872.0,catchall_60_65,primary,2021
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2021
overall,All,age21_events_2009_2024,Historical,23177.0,catchall_60_65,primary,2022
overall,All,principal_exits_2009_2024,Historical,239456.0,catchall_60_65,primary,2022
nationality,India,age21_events_2009_2024,Historical,14164.0,catchall_60_65,primary,2022
nationality,India,principal_exits_2009_2024,Historical,96004.0,catchall_60_65,primary,2022
nationality,China,age21_events_2009_2024,Historical,2013.0,catchall_60_65,primary,2022
nationality,China,principal_exits_2009_2024,Historical,32507.0,catchall_60_65,primary,2022
nationality,ROW,age21_events_2009_2024,Historical,7000.0,catchall_60_65,primary,2022
nationality,ROW,principal_exits_2009_2024,Historical,110945.0,catchall_60_65,primary,2022
category,EB-1,age21_events_2009_2024,Historical,2.0,catchall_60_65,primary,2022
category,EB-1,principal_exits_2009_2024,Historical,2338.0,catchall_60_65,primary,2022
category,EB-2,age21_events_2009_2024,Historical,6205.0,catchall_60_65,primary,2022
category,EB-2,principal_exits_2009_2024,Historical,68433.0,catchall_60_65,primary,2022
category,EB-3,age21_events_2009_2024,Historical,9634.0,catchall_60_65,primary,2022
category,EB-3,principal_exits_2009_2024,Historical,85012.0,catchall_60_65,primary,2022
category,EB-4,age21_events_2009_2024,Historical,7153.0,catchall_60_65,primary,2022
category,EB-4,principal_exits_2009_2024,Historical,81672.0,catchall_60_65,primary,2022
category,EB-5,age21_events_2009_2024,Historical,183.0,catchall_60_65,primary,2022
category,EB-5,principal_exits_2009_2024,Historical,2001.0,catchall_60_65,primary,2022
overall,All,principal_backlog_2024,Historical,1148472.0,catchall_60_65,primary,2022
nationality,India,principal_backlog_2024,Historical,593584.0,catchall_60_65,primary,2022
nationality,China,principal_backlog_2024,Historical,142376.0,catchall_60_65,primary,2022
nationality,ROW,principal_backlog_2024,Historical,412512.0,catchall_60_65,primary,2022
category,EB-1,principal_backlog_2024,Historical,31484.0,catchall_60_65,primary,2022
category,EB-2,principal_backlog_2024,Historical,507568.0,catchall_60_65,primary,2022
category,EB-3,principal_backlog_2024,Historical,287640.0,catchall_60_65,primary,2022
category,EB-4,principal_backlog_2024,Historical,301860.0,catchall_60_65,primary,2022
category,EB-5,principal_backlog_2024,Historical,19920.0,catchall_60_65,primary,2022
joint,EB-1 / India,principal_backlog_2024,Historical,18768.0,catchall_60_65,primary,2022
joint,EB-1 / China,principal_backlog_2024,Historical,12716.0,catchall_60_65,primary,2022
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2022
joint,EB-2 / India,principal_backlog_2024,Historical,392353.0,catchall_60_65,primary,2022
joint,EB-2 / China,principal_backlog_2024,Historical,71681.0,catchall_60_65,primary,2022
joint,EB-2 / ROW,principal_backlog_2024,Historical,43534.0,catchall_60_65,primary,2022
joint,EB-3 / India,principal_backlog_2024,Historical,173178.0,catchall_60_65,primary,2022
joint,EB-3 / China,principal_backlog_2024,Historical,40186.0,catchall_60_65,primary,2022
joint,EB-3 / ROW,principal_backlog_2024,Historical,74276.0,catchall_60_65,primary,2022
joint,EB-4 / India,principal_backlog_2024,Historical,7158.0,catchall_60_65,primary,2022
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2022
joint,EB-4 / ROW,principal_backlog_2024,Historical,294702.0,catchall_60_65,primary,2022
joint,EB-5 / India,principal_backlog_2024,Historical,2127.0,catchall_60_65,primary,2022
joint,EB-5 / China,principal_backlog_2024,Historical,17793.0,catchall_60_65,primary,2022
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2022
overall,All,age21_events_2009_2024,Historical,23098.0,catchall_60_65,primary,2023
overall,All,principal_exits_2009_2024,Historical,239442.0,catchall_60_65,primary,2023
nationality,India,age21_events_2009_2024,Historical,14007.0,catchall_60_65,primary,2023
nationality,India,principal_exits_2009_2024,Historical,96294.0,catchall_60_65,primary,2023
nationality,China,age21_events_2009_2024,Historical,2189.0,catchall_60_65,primary,2023
nationality,China,principal_exits_2009_2024,Historical,32585.0,catchall_60_65,primary,2023
nationality,ROW,age21_events_2009_2024,Historical,6902.0,catchall_60_65,primary,2023
nationality,ROW,principal_exits_2009_2024,Historical,110563.0,catchall_60_65,primary,2023
category,EB-1,age21_events_2009_2024,Historical,4.0,catchall_60_65,primary,2023
category,EB-1,principal_exits_2009_2024,Historical,2325.0,catchall_60_65,primary,2023
category,EB-2,age21_events_2009_2024,Historical,6200.0,catchall_60_65,primary,2023
category,EB-2,principal_exits_2009_2024,Historical,68655.0,catchall_60_65,primary,2023
category,EB-3,age21_events_2009_2024,Historical,9643.0,catchall_60_65,primary,2023
category,EB-3,principal_exits_2009_2024,Historical,84811.0,catchall_60_65,primary,2023
category,EB-4,age21_events_2009_2024,Historical,7037.0,catchall_60_65,primary,2023
category,EB-4,principal_exits_2009_2024,Historical,81686.0,catchall_60_65,primary,2023
category,EB-5,age21_events_2009_2024,Historical,214.0,catchall_60_65,primary,2023
category,EB-5,principal_exits_2009_2024,Historical,1965.0,catchall_60_65,primary,2023
overall,All,principal_backlog_2024,Historical,1148245.0,catchall_60_65,primary,2023
nationality,India,principal_backlog_2024,Historical,593055.0,catchall_60_65,primary,2023
nationality,China,principal_backlog_2024,Historical,143218.0,catchall_60_65,primary,2023
nationality,ROW,principal_backlog_2024,Historical,411972.0,catchall_60_65,primary,2023
category,EB-1,principal_backlog_2024,Historical,31580.0,catchall_60_65,primary,2023
category,EB-2,principal_backlog_2024,Historical,507011.0,catchall_60_65,primary,2023
category,EB-3,principal_backlog_2024,Historical,287942.0,catchall_60_65,primary,2023
category,EB-4,principal_backlog_2024,Historical,301728.0,catchall_60_65,primary,2023
category,EB-5,principal_backlog_2024,Historical,19984.0,catchall_60_65,primary,2023
joint,EB-1 / India,principal_backlog_2024,Historical,18836.0,catchall_60_65,primary,2023
joint,EB-1 / China,principal_backlog_2024,Historical,12744.0,catchall_60_65,primary,2023
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2023
joint,EB-2 / India,principal_backlog_2024,Historical,391294.0,catchall_60_65,primary,2023
joint,EB-2 / China,principal_backlog_2024,Historical,72017.0,catchall_60_65,primary,2023
joint,EB-2 / ROW,principal_backlog_2024,Historical,43700.0,catchall_60_65,primary,2023
joint,EB-3 / India,principal_backlog_2024,Historical,173817.0,catchall_60_65,primary,2023
joint,EB-3 / China,principal_backlog_2024,Historical,40549.0,catchall_60_65,primary,2023
joint,EB-3 / ROW,principal_backlog_2024,Historical,73576.0,catchall_60_65,primary,2023
joint,EB-4 / India,principal_backlog_2024,Historical,7032.0,catchall_60_65,primary,2023
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2023
joint,EB-4 / ROW,principal_backlog_2024,Historical,294696.0,catchall_60_65,primary,2023
joint,EB-5 / India,principal_backlog_2024,Historical,2076.0,catchall_60_65,primary,2023
joint,EB-5 / China,principal_backlog_2024,Historical,17908.0,catchall_60_65,primary,2023
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2023
overall,All,age21_events_2009_2024,Historical,23072.0,catchall_60_65,primary,2024
overall,All,principal_exits_2009_2024,Historical,239863.0,catchall_60_65,primary,2024
nationality,India,age21_events_2009_2024,Historical,14047.0,catchall_60_65,primary,2024
nationality,India,principal_exits_2009_2024,Historical,96302.0,catchall_60_65,primary,2024
nationality,China,age21_events_2009_2024,Historical,2074.0,catchall_60_65,primary,2024
nationality,China,principal_exits_2009_2024,Historical,32573.0,catchall_60_65,primary,2024
nationality,ROW,age21_events_2009_2024,Historical,6951.0,catchall_60_65,primary,2024
nationality,ROW,principal_exits_2009_2024,Historical,110988.0,catchall_60_65,primary,2024
category,EB-1,age21_events_2009_2024,Historical,5.0,catchall_60_65,primary,2024
category,EB-1,principal_exits_2009_2024,Historical,2406.0,catchall_60_65,primary,2024
category,EB-2,age21_events_2009_2024,Historical,6242.0,catchall_60_65,primary,2024
category,EB-2,principal_exits_2009_2024,Historical,68829.0,catchall_60_65,primary,2024
category,EB-3,age21_events_2009_2024,Historical,9503.0,catchall_60_65,primary,2024
category,EB-3,principal_exits_2009_2024,Historical,84636.0,catchall_60_65,primary,2024
category,EB-4,age21_events_2009_2024,Historical,7105.0,catchall_60_65,primary,2024
category,EB-4,principal_exits_2009_2024,Historical,82032.0,catchall_60_65,primary,2024
category,EB-5,age21_events_2009_2024,Historical,217.0,catchall_60_65,primary,2024
category,EB-5,principal_exits_2009_2024,Historical,1960.0,catchall_60_65,primary,2024
overall,All,principal_backlog_2024,Historical,1149182.0,catchall_60_65,primary,2024
nationality,India,principal_backlog_2024,Historical,593600.0,catchall_60_65,primary,2024
nationality,China,principal_backlog_2024,Historical,142545.0,catchall_60_65,primary,2024
nationality,ROW,principal_backlog_2024,Historical,413037.0,catchall_60_65,primary,2024
category,EB-1,principal_backlog_2024,Historical,31932.0,catchall_60_65,primary,2024
category,EB-2,principal_backlog_2024,Historical,507591.0,catchall_60_65,primary,2024
category,EB-3,principal_backlog_2024,Historical,288137.0,catchall_60_65,primary,2024
category,EB-4,principal_backlog_2024,Historical,301616.0,catchall_60_65,primary,2024
category,EB-5,principal_backlog_2024,Historical,19906.0,catchall_60_65,primary,2024
joint,EB-1 / India,principal_backlog_2024,Historical,19040.0,catchall_60_65,primary,2024
joint,EB-1 / China,principal_backlog_2024,Historical,12892.0,catchall_60_65,primary,2024
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2024
joint,EB-2 / India,principal_backlog_2024,Historical,391664.0,catchall_60_65,primary,2024
joint,EB-2 / China,principal_backlog_2024,Historical,71858.0,catchall_60_65,primary,2024
joint,EB-2 / ROW,principal_backlog_2024,Historical,44069.0,catchall_60_65,primary,2024
joint,EB-3 / India,principal_backlog_2024,Historical,173621.0,catchall_60_65,primary,2024
joint,EB-3 / China,principal_backlog_2024,Historical,40085.0,catchall_60_65,primary,2024
joint,EB-3 / ROW,principal_backlog_2024,Historical,74431.0,catchall_60_65,primary,2024
joint,EB-4 / India,principal_backlog_2024,Historical,7079.0,catchall_60_65,primary,2024
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2024
joint,EB-4 / ROW,principal_backlog_2024,Historical,294537.0,catchall_60_65,primary,2024
joint,EB-5 / India,principal_backlog_2024,Historical,2196.0,catchall_60_65,primary,2024
joint,EB-5 / China,principal_backlog_2024,Historical,17710.0,catchall_60_65,primary,2024
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2024
overall,All,age21_events_2009_2024,Historical,23282.0,catchall_60_65,primary,2025
overall,All,principal_exits_2009_2024,Historical,240105.0,catchall_60_65,primary,2025
nationality,India,age21_events_2009_2024,Historical,14176.0,catchall_60_65,primary,2025
nationality,India,principal_exits_2009_2024,Historical,96998.0,catchall_60_65,primary,2025
nationality,China,age21_events_2009_2024,Historical,2144.0,catchall_60_65,primary,2025
nationality,China,principal_exits_2009_2024,Historical,32413.0,catchall_60_65,primary,2025
nationality,ROW,age21_events_2009_2024,Historical,6962.0,catchall_60_65,primary,2025
nationality,ROW,principal_exits_2009_2024,Historical,110694.0,catchall_60_65,primary,2025
category,EB-1,age21_events_2009_2024,Historical,1.0,catchall_60_65,primary,2025
category,EB-1,principal_exits_2009_2024,Historical,2413.0,catchall_60_65,primary,2025
category,EB-2,age21_events_2009_2024,Historical,6337.0,catchall_60_65,primary,2025
category,EB-2,principal_exits_2009_2024,Historical,68893.0,catchall_60_65,primary,2025
category,EB-3,age21_events_2009_2024,Historical,9564.0,catchall_60_65,primary,2025
category,EB-3,principal_exits_2009_2024,Historical,84983.0,catchall_60_65,primary,2025
category,EB-4,age21_events_2009_2024,Historical,7155.0,catchall_60_65,primary,2025
category,EB-4,principal_exits_2009_2024,Historical,81885.0,catchall_60_65,primary,2025
category,EB-5,age21_events_2009_2024,Historical,225.0,catchall_60_65,primary,2025
category,EB-5,principal_exits_2009_2024,Historical,1931.0,catchall_60_65,primary,2025
overall,All,principal_backlog_2024,Historical,1149130.0,catchall_60_65,primary,2025
nationality,India,principal_backlog_2024,Historical,594424.0,catchall_60_65,primary,2025
nationality,China,principal_backlog_2024,Historical,143141.0,catchall_60_65,primary,2025
nationality,ROW,principal_backlog_2024,Historical,411565.0,catchall_60_65,primary,2025
category,EB-1,principal_backlog_2024,Historical,31627.0,catchall_60_65,primary,2025
category,EB-2,principal_backlog_2024,Historical,507836.0,catchall_60_65,primary,2025
category,EB-3,principal_backlog_2024,Historical,287672.0,catchall_60_65,primary,2025
category,EB-4,principal_backlog_2024,Historical,301872.0,catchall_60_65,primary,2025
category,EB-5,principal_backlog_2024,Historical,20123.0,catchall_60_65,primary,2025
joint,EB-1 / India,principal_backlog_2024,Historical,18784.0,catchall_60_65,primary,2025
joint,EB-1 / China,principal_backlog_2024,Historical,12843.0,catchall_60_65,primary,2025
joint,EB-1 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2025
joint,EB-2 / India,principal_backlog_2024,Historical,392367.0,catchall_60_65,primary,2025
joint,EB-2 / China,principal_backlog_2024,Historical,72199.0,catchall_60_65,primary,2025
joint,EB-2 / ROW,principal_backlog_2024,Historical,43270.0,catchall_60_65,primary,2025
joint,EB-3 / India,principal_backlog_2024,Historical,173913.0,catchall_60_65,primary,2025
joint,EB-3 / China,principal_backlog_2024,Historical,40170.0,catchall_60_65,primary,2025
joint,EB-3 / ROW,principal_backlog_2024,Historical,73589.0,catchall_60_65,primary,2025
joint,EB-4 / India,principal_backlog_2024,Historical,7166.0,catchall_60_65,primary,2025
joint,EB-4 / China,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2025
joint,EB-4 / ROW,principal_backlog_2024,Historical,294706.0,catchall_60_65,primary,2025
joint,EB-5 / India,principal_backlog_2024,Historical,2194.0,catchall_60_65,primary,2025
joint,EB-5 / China,principal_backlog_2024,Historical,17929.0,catchall_60_65,primary,2025
joint,EB-5 / ROW,principal_backlog_2024,Historical,0.0,catchall_60_65,primary,2025
overall,All,age21_events_2009_2024,Historical,23175.0,catchall_60_65,primary,2026
overall,All,principal_exits_2009_2024,Historical,239392.0,catchall_60_65,primary,2026
nationality,India,age21_events_2009_2024,Historical,14149.0,catchall_60_65,primary,2026
nationality,India,principal_exits_2009_2024,Historical,96531.0,catchall_60_65,primary,2026
nationality,China,age21_events_2009_2024,Historical,1971.0,catchall_60_65,primary,2026
nationality,China,principal_exits_2009_2024,Historical,32712.0,catchall_60_65,primary,2026
nationality,ROW,age21_events_2009_2024,Historical,7055.0,catchall_60_65,primary,2026
nationality,ROW,principal_exits_2009_2024,Historical,110149.0,catchall_60_65,primary,2026
category,EB-1,age21_events_2009_2024,Historical,2.0,catchall_60_65,primary,2026
category,EB-1,principal_exits_2009_2024,Historical,2341.0,catchall_60_65,primary,2026
category,EB-2,age21_events_2009_2024,Historical,6249.0,catchall_60_65,primary,2026
category,EB-2,principal_exits_2009_2024,Historical,68625.0,catchall_60_65,primary,2026
category,EB-3,age21_events_2009_2024,Historical,9520.0,catchall_60_65,primary,2026
category,EB-3,principal_exits_2009_2024,Historical,84770.0,catchall_60_65,primary,2026
category,EB-4,age21_events_2009_2024,Historical,7210.0,catchall_60_65,primary,2026
category,EB-4,principal_exits_2009_2024,Historical,81709.0,catchall_60_65,primary,2026
category,EB-5,age21_events_2009_2024,Historical,194.0,catchall_60_65,primary,2026
