scenario,entry_cohort_window,dimension,group,outcome_observation_end_year,total_created,aged_out,saved,exited,still_dependent,aged_out_fraction_pct,saved_fraction_pct,exited_fraction_pct,still_dependent_fraction_pct,case,role,seed
Capped,entries_2009_2024,joint,EB-4 / India,2040,9356,1224,5607,2525,0,13.08251389482685,59.92945703292005,26.9880290722531,0.0,catchall_60_65,primary,2038
Capped,entries_2009_2024,joint,EB-4 / China,2040,542,1,533,8,0,0.18450184501845018,98.33948339483395,1.4760147601476015,0.0,catchall_60_65,primary,2038
Capped,entries_2009_2024,joint,EB-4 / ROW,2040,140496,27429,58405,52840,1822,19.522975743081652,41.57057852180845,37.60961166154197,1.2968340735679307,catchall_60_65,primary,2038
Capped,entries_2009_2024,joint,EB-5 / India,2040,3890,36,3772,82,0,0.9254498714652957,96.96658097686375,2.107969151670951,0.0,catchall_60_65,primary,2038
Capped,entries_2009_2024,joint,EB-5 / China,2040,27643,791,25456,1396,0,2.8614839199797415,92.08841297977789,5.050103100242376,0.0,catchall_60_65,primary,2038
Capped,entries_2009_2024,joint,EB-5 / ROW,2040,15415,0,15415,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2038
Capped,entries_2025_2040,overall,All,2040,1410464,75595,455936,201549,677384,5.359583796537877,32.325248996075054,14.289552941443382,48.02561426594369,catchall_60_65,primary,2038
Capped,entries_2025_2040,nationality,India,2040,467597,31723,35449,58669,341756,6.784260805779335,7.581100819722967,12.54691539937168,73.08772297512601,catchall_60_65,primary,2038
Capped,entries_2025_2040,nationality,China,2040,134509,9911,25164,19759,79675,7.368280189429703,18.708041841066397,14.689723364235851,59.233954605268046,catchall_60_65,primary,2038
Capped,entries_2025_2040,nationality,ROW,2040,808358,33961,395323,123121,255953,4.201232622179777,48.904445802478605,15.230999136521195,31.663322438820423,catchall_60_65,primary,2038
Capped,entries_2025_2040,category,EB-1,2040,234987,2461,171282,6159,55085,1.0472919778540941,72.88998965900241,2.6209960551009206,23.44172230804257,catchall_60_65,primary,2038
Capped,entries_2025_2040,category,EB-2,2040,540231,28831,136844,61003,313553,5.336791113431106,25.330645594199517,11.29202137604099,58.04054191632839,catchall_60_65,primary,2038
Capped,entries_2025_2040,category,EB-3,2040,385701,15299,107402,69961,193039,3.966544032812982,27.84592210027975,18.138661813166156,50.04887205374111,catchall_60_65,primary,2038
Capped,entries_2025_2040,category,EB-4,2040,192715,28385,1243,62600,100487,14.729003969592403,0.6449939029136289,32.483200581169086,52.14280154632488,catchall_60_65,primary,2038
Capped,entries_2025_2040,category,EB-5,2040,56830,619,39165,1826,15220,1.0892134436037304,68.91606545838465,3.213091676931198,26.781629421080414,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-1 / India,2040,74447,1533,29355,3927,39632,2.0591830429701665,39.430735959810335,5.274893548430427,53.23518744878907,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-1 / China,2040,30154,928,11541,2232,15453,3.0775353186973535,38.27352921668767,7.402003051004842,51.24693241361013,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-1 / ROW,2040,130386,0,130386,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-2 / India,2040,292374,23180,0,37308,231886,7.928201550069431,0.0,12.760368569024605,79.31142988090596,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-2 / China,2040,41078,4634,0,7050,29394,11.28097765227129,0.0,17.162471395881006,71.55655095184771,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-2 / ROW,2040,206779,1017,136844,16645,52273,0.49182944109411497,66.17886729310037,8.049656880050682,25.27964638575484,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-3 / India,2040,74668,4327,0,12794,57547,5.794985803824932,0.0,17.13451545508116,77.07049874109391,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-3 / China,2040,37370,4022,0,9112,24236,10.762643831950763,0.0,24.383195076264382,64.85416109178486,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-3 / ROW,2040,273663,6950,107402,48055,111256,2.5396198974651303,39.246080032741,17.55991858599811,40.65438148379577,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-4 / India,2040,14987,2391,354,4179,8063,15.953826649763128,2.3620471074931606,27.88416627744045,53.799959965303266,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-4 / China,2040,889,0,889,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-4 / ROW,2040,176839,25994,0,58421,92424,14.699246207001849,0.0,33.03626462488478,52.26448916811337,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-5 / India,2040,11121,292,5740,461,4628,2.625663159787789,51.614063483499685,4.1453106735005845,41.61496268321194,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-5 / China,2040,25018,327,12734,1365,10592,1.3070589175793428,50.89935246622432,5.456071628427532,42.33751698776881,catchall_60_65,primary,2038
Capped,entries_2025_2040,joint,EB-5 / ROW,2040,20691,0,20691,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2038
Uncapped,all_entries_2009_2040,overall,All,2040,2549872,222807,1076992,422815,827258,8.737968023492943,42.23710052896773,16.5818127341294,32.44311871340993,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,nationality,India,2040,895344,87507,354304,130973,322560,9.773561893529191,39.57182937507818,14.628232277202953,36.02637645418967,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,nationality,China,2040,233297,16617,115345,33665,67670,7.122680531682791,49.441270140636185,14.430104116212382,29.005945211468642,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,nationality,ROW,2040,1421231,118683,607343,258177,437028,8.350718496852377,42.73358799519571,18.165730975471263,30.749962532480644,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,category,EB-1,2040,417225,746,340095,9915,66469,0.17880040745401163,81.51357181376954,2.376415603091857,15.931212175684582,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,category,EB-2,2040,979618,114490,303723,147838,413567,11.687208687467972,31.00422817873906,15.091392767384837,42.21717036640813,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,category,EB-3,2040,706507,49552,287264,142499,227192,7.01366016189507,40.65975284038233,20.1695099977778,32.1570769999448,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,category,EB-4,2040,343752,57224,64456,119279,102793,16.646884963578394,18.750727268495893,34.699143568619235,29.903244199306478,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,category,EB-5,2040,102770,795,81454,3284,17237,0.7735720541013914,79.25853848399338,3.195485063734553,16.77240439817067,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-1 / India,2040,128805,117,104519,2747,21422,0.09083498311400955,81.14514188113816,2.1326811847366174,16.63134195101122,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-1 / China,2040,49108,26,39197,1483,8402,0.05294453042274171,79.8179522684695,3.01987456218946,17.109228638918303,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239312,603,196379,5685,36645,0.2519723206525373,82.05982148826637,2.3755599384903388,15.31264625259076,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-2 / India,2040,537065,68873,145840,82455,239897,12.823959855883366,27.1549998603521,15.352890246059602,44.66815003770493,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-2 / China,2040,66892,10070,13620,13159,30043,15.054117084255218,20.361179214255817,19.672008610895173,44.91269509059379,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-2 / ROW,2040,375661,35547,144263,52224,143627,9.462520730126364,38.40244262779474,13.901895592036437,38.233141050042455,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-3 / India,2040,189780,13894,88602,38185,49099,7.321108652123511,46.68668985140689,20.12066603435557,25.871535462114025,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-3 / China,2040,63873,5985,19966,16683,21239,9.370156404114415,31.258904388395724,26.119017425203136,33.25192178228672,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-3 / ROW,2040,452854,29673,178696,87631,156854,6.552442950708175,39.45995839718761,19.350828302278437,34.636770349825774,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-4 / India,2040,24703,4492,4275,7237,8699,18.184026231631787,17.30559041411974,29.296036918592883,35.214346435655585,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-4 / China,2040,1392,125,499,309,459,8.979885057471265,35.84770114942529,22.198275862068964,32.974137931034484,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-4 / ROW,2040,317657,52607,59682,111733,93635,16.560944666731725,18.788189777023646,35.174102884557875,29.476762671686757,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-5 / India,2040,14991,131,11068,349,3443,0.8738576479220865,73.83096524581416,2.328063504769528,22.96711360149423,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-5 / China,2040,52032,411,42063,2031,7527,0.7898985239852399,80.84063653136532,3.903367158671587,14.46609778597786,catchall_60_65,primary,2039
Uncapped,all_entries_2009_2040,joint,EB-5 / ROW,2040,35747,253,28323,904,6267,0.70775169944331,79.23182364953702,2.52888354267491,17.531541108344758,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,overall,All,2040,1139966,109599,841389,174524,14454,9.614234108736577,73.80825393038037,15.309579408508675,1.267932552374369,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,nationality,India,2040,428260,59039,285791,74868,8562,13.785784336617942,66.7330593564657,17.481903516555363,1.9992527903609956,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,nationality,China,2040,99260,8693,74671,14965,931,8.757807777553898,75.22768486802337,15.076566592786621,0.9379407616361072,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,nationality,ROW,2040,612446,41867,480927,84691,4961,6.8360312582660345,78.52561695235171,13.828321190766207,0.8100305986160412,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,category,EB-1,2040,182040,1,180859,1180,0,0.0005493298176225005,99.35124148538783,0.6482091847945507,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,category,EB-2,2040,440033,61208,303723,62395,12707,13.909865850970268,69.02277783711676,14.179618346805809,2.8877379651071626,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,category,EB-3,2040,320686,18850,247511,54325,0,5.878023986079842,77.1817291680959,16.940246845824266,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,category,EB-4,2040,150721,29094,64456,55424,1747,19.303215875690846,42.76510904253555,36.772579799762475,1.159095282011133,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,category,EB-5,2040,46486,446,44840,1200,0,0.9594286451834961,96.4591489910941,2.581422363722411,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-1 / India,2040,53880,1,53251,628,0,0.001855976243504083,98.83259094283594,1.1655530809205643,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-1 / China,2040,18785,0,18468,317,0,0.0,98.31248336438648,1.6875166356135214,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-1 / ROW,2040,109375,0,109140,235,0,0.0,99.78514285714286,0.21485714285714286,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-2 / India,2040,245380,45896,145840,45254,8390,18.70405085989078,59.434346727524655,18.44241584481213,3.4191865677724347,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-2 / China,2040,25583,5355,13620,5677,931,20.93186881913771,53.23847867724661,22.190517140288474,3.6391353633272097,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-2 / ROW,2040,169070,9957,144263,11464,3386,5.88927663098125,85.32737919205063,6.780623410421719,2.002720766546401,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-3 / India,2040,115524,11036,78635,25853,0,9.552993317405907,68.06810706000485,22.378899622589245,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-3 / China,2040,26996,2926,16249,7821,0,10.83864276189065,60.190398577567045,28.9709586605423,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-3 / ROW,2040,178166,4888,152627,20651,0,2.7435088625214687,85.66561521277909,11.590875924699438,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-4 / India,2040,9587,2071,4275,3069,172,21.602169604672994,44.591634505058934,32.012099718368624,1.7940961718994473,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-4 / China,2040,514,1,499,14,0,0.19455252918287938,97.08171206225681,2.7237354085603114,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-4 / ROW,2040,140620,27022,59682,52341,1575,19.21632769165126,42.4420423837292,37.221590100981366,1.120039823638174,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-5 / India,2040,3889,35,3790,64,0,0.8999742864489586,97.45435844690152,1.6456672666495242,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-5 / China,2040,27382,411,25835,1136,0,1.5009860492294207,94.35030311883719,4.1487108319333865,0.0,catchall_60_65,primary,2039
Uncapped,entries_2009_2024,joint,EB-5 / ROW,2040,15215,0,15215,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,overall,All,2040,1409906,113208,235603,248291,812804,8.029471468310653,16.71054666055751,17.61046481112925,57.64951706000258,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,nationality,India,2040,467084,28468,68513,56105,313998,6.094835190244153,14.668239545777633,12.011758056366736,67.22516720761148,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,nationality,China,2040,134037,7924,40674,18700,66739,5.911800473003723,30.34535240269478,13.951371636190007,49.791475488111494,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,nationality,ROW,2040,808785,76816,126416,173486,432067,9.497703345141169,15.630359118925302,21.45019999134504,53.42173754458849,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,category,EB-1,2040,235185,745,159236,8735,66469,0.31677190297000235,67.70669898165274,3.714097412675128,28.262431702702127,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,category,EB-2,2040,539585,53282,0,85443,400860,9.874625869881482,0.0,15.83494722796223,74.29042690215628,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,category,EB-3,2040,385821,30702,39753,88174,227192,7.957576181700841,10.303482703118803,22.853603095736105,58.88533801944425,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,category,EB-4,2040,193031,28130,0,63855,101046,14.572788826665146,0.0,33.08017883137941,52.34703234195544,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,category,EB-5,2040,56284,349,36614,2084,17237,0.6200696467912729,65.05223509345463,3.702650842157629,30.625044417596474,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-1 / India,2040,74925,116,51268,2119,21422,0.1548214881548215,68.42575909242576,2.8281614948281617,28.591257924591257,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-1 / China,2040,30323,26,20729,1166,8402,0.08574349503677077,68.36065033143159,3.8452659697259506,27.70834020380569,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-1 / ROW,2040,129937,603,87239,5450,36645,0.46407104981644953,67.13945989210156,4.19434033416194,28.202128723920055,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-2 / India,2040,291685,22977,0,37201,231507,7.877333424756158,0.0,12.753826902308997,79.36883967293484,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-2 / China,2040,41309,4715,0,7482,29112,11.413977583577429,0.0,18.112275775254787,70.47374664116778,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-2 / ROW,2040,206591,25590,0,40760,140241,12.386793229133893,0.0,19.72980429931604,67.88340247155007,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-3 / India,2040,74256,2858,9967,12332,49099,3.8488472312001725,13.42248437836673,16.60741219564749,66.1212561947856,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-3 / China,2040,36877,3059,3717,8862,21239,8.29514331426092,10.079453317786154,24.031238983648343,57.59416438430458,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-3 / ROW,2040,274688,24785,26069,66980,156854,9.022964235787512,9.490403657968313,24.3840284249767,57.102603681267475,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-4 / India,2040,15116,2421,0,4168,8527,16.016141836464673,0.0,27.573432124900766,56.41042603863456,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-4 / China,2040,878,124,0,295,459,14.123006833712983,0.0,33.59908883826879,52.277904328018224,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-4 / ROW,2040,177037,25585,0,59392,92060,14.451781266063026,0.0,33.54778944514423,52.00042928879274,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-5 / India,2040,11102,96,7278,285,3443,0.864709061430373,65.55575571969014,2.5671050261214194,31.01243019275806,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-5 / China,2040,24650,0,16228,895,7527,0.0,65.83367139959432,3.630831643002028,30.53549695740365,catchall_60_65,primary,2039
Uncapped,entries_2025_2040,joint,EB-5 / ROW,2040,20532,253,13108,904,6267,1.2322228716150398,63.84180790960452,4.402883304110657,30.523085914669785,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,overall,All,2040,2549872,289874,1156457,389274,714267,11.368178481115915,45.35353147138366,15.26641337290656,28.01187667459386,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,nationality,India,2040,895344,207598,154220,158867,374659,23.186395396629674,17.224664486499044,17.743682874962026,41.84525724190925,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,nationality,China,2040,233297,20555,95999,35880,80863,8.810657659549845,41.14883603303943,15.379537670865892,34.66096863654484,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,nationality,ROW,2040,1421231,61721,906238,194527,258745,4.342784529749211,63.76430010322038,13.687219037580801,18.205696329449612,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,category,EB-1,2040,417225,2382,351863,7674,55306,0.5709149739349272,84.33411228953203,1.83929534423872,13.255677392294325,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,category,EB-2,2040,979618,156350,354057,131111,338100,15.960302893576884,36.14235344797666,13.38389045525909,34.51345320318737,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,category,EB-3,2040,706507,72757,301530,128669,203551,10.298128680961407,42.67898265693051,18.211992237868838,28.81089642423925,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,category,EB-4,2040,343752,57091,65724,118647,102290,16.60819427959692,19.11959784961251,34.51529009285764,29.75691777793293,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,category,EB-5,2040,102770,1294,83283,3173,15020,1.259122311958743,81.03824073173105,3.087476890143038,14.615160066167169,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-1 / India,2040,128805,1443,82740,4763,39859,1.1202981250727844,64.23663677652264,3.697837816854936,30.94522728154963,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-1 / China,2040,49108,939,30046,2676,15447,1.9121120794982487,61.1835138877576,5.449213977356032,31.455160055388124,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239312,0,239077,235,0,0.0,99.90180183191816,0.0981981680818346,0.0,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-2 / India,2040,537065,144814,39929,98007,254315,26.963961531658178,7.434668056939104,18.24862912310428,47.35274128829844,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-2 / China,2040,66892,10519,12281,12803,31289,15.725348322669378,18.359445075644324,19.139807450816242,46.77539915087006,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-2 / ROW,2040,375661,1017,301847,20301,52496,0.27072280593407355,80.35090147766203,5.404074418158925,13.97430129824496,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-3 / India,2040,189780,57325,16042,49039,67374,30.206028032458637,8.45294551586047,25.839919907261038,35.501106544419855,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-3 / China,2040,63873,8111,14198,17717,23847,12.69863635651997,22.22848464922581,27.737854805629922,37.3350241886243,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-3 / ROW,2040,452854,7321,271290,61913,112330,1.6166358252328565,59.906724904715425,13.67173526125418,24.804904008797536,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-4 / India,2040,24703,3707,6070,6555,8371,15.006274541553658,24.571914342387565,26.535238634983607,33.88657248107517,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-4 / China,2040,1392,1,1377,14,0,0.07183908045977011,98.92241379310344,1.0057471264367817,0.0,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-4 / ROW,2040,317657,53383,58277,112078,93919,16.80523331769802,18.345888804591116,35.28271059664984,29.56616728106102,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-5 / India,2040,14991,309,9439,503,4740,2.061236742045227,62.96444533386698,3.355346541258088,31.6189713828297,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-5 / China,2040,52032,985,38097,2670,10280,1.8930658056580565,73.2184040590406,5.131457564575646,19.757072570725708,catchall_60_65,primary,2039
Capped,all_entries_2009_2040,joint,EB-5 / ROW,2040,35747,0,35747,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,overall,All,2040,1139966,214787,702035,186659,36485,18.84152685255525,61.58385425530235,16.37408484112684,3.2005340510155564,catchall_60_65,primary,2039
Capped,entries_2009_2024,nationality,India,2040,428260,176076,118634,100681,32869,41.11427637416523,27.70139634801289,23.509316770186334,7.675010507635548,catchall_60_65,primary,2039
Capped,entries_2009_2024,nationality,China,2040,99260,10772,70703,15893,1892,10.85230707233528,71.23010276042716,16.011484988917992,1.9061051783195648,catchall_60_65,primary,2039
Capped,entries_2009_2024,nationality,ROW,2040,612446,27939,512698,70085,1724,4.56187157724926,83.7131763453431,11.443457872204243,0.2814942052033975,catchall_60_65,primary,2039
Capped,entries_2009_2024,category,EB-1,2040,182040,9,180697,1334,0,0.004943968358602505,99.26225005493298,0.7328059767084157,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,category,EB-2,2040,440033,127466,217505,70717,24345,28.967372901577836,49.42924735190315,16.07084014153484,5.532539604984172,catchall_60_65,primary,2039
Capped,entries_2009_2024,category,EB-3,2040,320686,57583,195011,57676,10416,17.956193909306922,60.81057483020774,17.985194239848326,3.2480370206370095,catchall_60_65,primary,2039
Capped,entries_2009_2024,category,EB-4,2040,150721,28945,64508,55544,1724,19.204357720556526,42.79960987519987,36.852197105910925,1.143835298332681,catchall_60_65,primary,2039
Capped,entries_2009_2024,category,EB-5,2040,46486,784,44314,1388,0,1.6865292776319751,95.32762552166244,2.985845200705589,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-1 / India,2040,53880,9,53150,721,0,0.01670378619153675,98.64513734224202,1.3381588715664439,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-1 / China,2040,18785,0,18407,378,0,0.0,97.98775618844823,2.01224381155177,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-1 / ROW,2040,109375,0,109140,235,0,0.0,99.78514285714286,0.21485714285714286,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-2 / India,2040,245380,121590,39929,61322,22539,49.55171570625153,16.27231233189339,24.990626782948894,9.185345178906186,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-2 / China,2040,25583,5808,12281,5688,1806,22.70257592932807,48.00453426103272,22.233514443184927,7.059375366454286,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-2 / ROW,2040,169070,68,165295,3707,0,0.04022002720766547,97.76719701898622,2.1925829538061157,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-3 / India,2040,115524,53081,16042,36071,10330,45.948028115369965,13.88629202589938,31.223814964855787,8.941864893874866,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-3 / China,2040,26996,4217,14198,8495,86,15.62083271595792,52.592976737294414,31.467624833308637,0.318565713439028,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-3 / ROW,2040,178166,285,164771,13110,0,0.15996318040479104,92.48173052097482,7.358306298620388,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-4 / India,2040,9587,1358,5732,2497,0,14.165015124647962,59.789298007718784,26.045686867633254,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-4 / China,2040,514,1,499,14,0,0.19455252918287938,97.08171206225681,2.7237354085603114,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-4 / ROW,2040,140620,27586,58277,53033,1724,19.61740861897312,41.44289574740435,37.7136964869862,1.225999146636325,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-5 / India,2040,3889,38,3781,70,0,0.9771149395731551,97.22293648752893,1.7999485728979172,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-5 / China,2040,27382,746,25318,1318,0,2.7244175005478053,92.46220144620554,4.813381053246658,0.0,catchall_60_65,primary,2039
Capped,entries_2009_2024,joint,EB-5 / ROW,2040,15215,0,15215,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2039
Capped,entries_2025_2040,overall,All,2040,1409906,75087,454422,202615,677782,5.3256741938824295,32.23065934892114,14.370816210442399,48.07285024675404,catchall_60_65,primary,2039
Capped,entries_2025_2040,nationality,India,2040,467084,31522,35586,58186,341790,6.748679038459891,7.618758082058045,12.457288196555652,73.17527468292641,catchall_60_65,primary,2039
Capped,entries_2025_2040,nationality,China,2040,134037,9783,25296,19987,78971,7.298730947424965,18.872400904227938,14.91155427232779,58.91731387601931,catchall_60_65,primary,2039
Capped,entries_2025_2040,nationality,ROW,2040,808785,33782,393540,124442,257021,4.176882607862411,48.65817244385096,15.386289310508973,31.778655637777653,catchall_60_65,primary,2039
Capped,entries_2025_2040,category,EB-1,2040,235185,2373,171166,6340,55306,1.0089929204668666,72.77930140102472,2.6957501541339797,23.51595552437443,catchall_60_65,primary,2039
Capped,entries_2025_2040,category,EB-2,2040,539585,28884,136552,60394,313755,5.353002770647812,25.30685619503878,11.19267585273868,58.14746518157473,catchall_60_65,primary,2039
Capped,entries_2025_2040,category,EB-3,2040,385821,15174,106519,70993,193135,3.932911894375889,27.608398713392997,18.40050178709816,50.05818760513295,catchall_60_65,primary,2039
Capped,entries_2025_2040,category,EB-4,2040,193031,28146,1216,63103,100566,14.581077650740037,0.629950629691604,32.690604099859605,52.09836761970875,catchall_60_65,primary,2039
Capped,entries_2025_2040,category,EB-5,2040,56284,510,38969,1785,15020,0.9061189680903987,69.23637268140146,3.1714163883163953,26.686091962191743,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-1 / India,2040,74925,1434,29590,4042,39859,1.9139139139139139,39.49282615949283,5.394728061394728,53.19853186519853,catchall_60_65,primary,2039
Capped,entries_2025_2040,joint,EB-1 / China,2040,30323,939,11639,2298,15447,3.0966593015202983,38.38340533588365,7.578405830557663,50.94152953203839,catchall_60_65,primary,2039
