category,model_entry_year,nationality,principal_and_active_derivative_backlog,principal_backlog,scenario,year,case,role,seed
EB-4,2018,India,958,402,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2019,India,1274,599,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2020,India,1551,747,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2021,India,1188,556,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2022,India,3105,1283,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2023,India,3226,1483,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2024,India,3295,1577,Uncapped,2024,catchall_60_65,primary,2056
EB-5,2019,India,130,50,Uncapped,2024,catchall_60_65,primary,2056
EB-5,2020,India,828,325,Uncapped,2024,catchall_60_65,primary,2056
EB-5,2021,India,928,350,Uncapped,2024,catchall_60_65,primary,2056
EB-5,2022,India,228,83,Uncapped,2024,catchall_60_65,primary,2056
EB-5,2023,India,955,363,Uncapped,2024,catchall_60_65,primary,2056
EB-5,2024,India,2629,993,Uncapped,2024,catchall_60_65,primary,2056
EB-2,2023,ROW,45014,20156,Uncapped,2024,catchall_60_65,primary,2056
EB-2,2024,ROW,51545,23119,Uncapped,2024,catchall_60_65,primary,2056
EB-3,2023,ROW,77493,36683,Uncapped,2024,catchall_60_65,primary,2056
EB-3,2024,ROW,76604,36306,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2016,ROW,18754,11413,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2017,ROW,23604,14455,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2018,ROW,16918,8887,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2019,ROW,36637,25128,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2020,ROW,50322,38412,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2021,ROW,38462,23144,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2022,ROW,58737,32881,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2023,ROW,78680,59831,Uncapped,2024,catchall_60_65,primary,2056
EB-4,2024,ROW,99967,79982,Uncapped,2024,catchall_60_65,primary,2056
EB-1,2022,China,4719,2297,Capped,2023,catchall_60_65,primary,2056
EB-1,2023,China,14492,7008,Capped,2023,catchall_60_65,primary,2056
EB-2,2016,China,3751,2142,Capped,2023,catchall_60_65,primary,2056
EB-2,2017,China,9442,5296,Capped,2023,catchall_60_65,primary,2056
EB-2,2018,China,12099,6823,Capped,2023,catchall_60_65,primary,2056
EB-2,2019,China,16239,9176,Capped,2023,catchall_60_65,primary,2056
EB-2,2020,China,16951,9560,Capped,2023,catchall_60_65,primary,2056
EB-2,2021,China,15652,8833,Capped,2023,catchall_60_65,primary,2056
EB-2,2022,China,16803,9521,Capped,2023,catchall_60_65,primary,2056
EB-2,2023,China,21506,12077,Capped,2023,catchall_60_65,primary,2056
EB-3,2013,China,183,104,Capped,2023,catchall_60_65,primary,2056
EB-3,2014,China,5115,2710,Capped,2023,catchall_60_65,primary,2056
EB-3,2015,China,1791,970,Capped,2023,catchall_60_65,primary,2056
EB-3,2016,China,4958,2633,Capped,2023,catchall_60_65,primary,2056
EB-3,2017,China,6588,3459,Capped,2023,catchall_60_65,primary,2056
EB-3,2018,China,6553,3416,Capped,2023,catchall_60_65,primary,2056
EB-3,2019,China,6096,3214,Capped,2023,catchall_60_65,primary,2056
EB-3,2020,China,7637,3968,Capped,2023,catchall_60_65,primary,2056
EB-3,2021,China,17564,9132,Capped,2023,catchall_60_65,primary,2056
EB-3,2022,China,7126,3711,Capped,2023,catchall_60_65,primary,2056
EB-3,2023,China,6143,3192,Capped,2023,catchall_60_65,primary,2056
EB-5,2017,China,5846,2395,Capped,2023,catchall_60_65,primary,2056
EB-5,2018,China,21182,8729,Capped,2023,catchall_60_65,primary,2056
EB-5,2019,China,5626,2342,Capped,2023,catchall_60_65,primary,2056
EB-5,2020,China,3840,1575,Capped,2023,catchall_60_65,primary,2056
EB-5,2021,China,3463,1431,Capped,2023,catchall_60_65,primary,2056
EB-5,2022,China,841,336,Capped,2023,catchall_60_65,primary,2056
EB-5,2023,China,2968,1237,Capped,2023,catchall_60_65,primary,2056
EB-1,2022,India,10370,4290,Capped,2023,catchall_60_65,primary,2056
EB-1,2023,India,26768,11007,Capped,2023,catchall_60_65,primary,2056
EB-2,2013,India,21915,9766,Capped,2023,catchall_60_65,primary,2056
EB-2,2014,India,48286,21306,Capped,2023,catchall_60_65,primary,2056
EB-2,2015,India,62223,27420,Capped,2023,catchall_60_65,primary,2056
EB-2,2016,India,94984,41528,Capped,2023,catchall_60_65,primary,2056
EB-2,2017,India,83092,36336,Capped,2023,catchall_60_65,primary,2056
EB-2,2018,India,80441,35218,Capped,2023,catchall_60_65,primary,2056
EB-2,2019,India,91032,39678,Capped,2023,catchall_60_65,primary,2056
EB-2,2020,India,74525,32553,Capped,2023,catchall_60_65,primary,2056
EB-2,2021,India,81604,35595,Capped,2023,catchall_60_65,primary,2056
EB-2,2022,India,100260,43737,Capped,2023,catchall_60_65,primary,2056
EB-2,2023,India,89082,38742,Capped,2023,catchall_60_65,primary,2056
EB-3,2009,India,72600,32733,Capped,2023,catchall_60_65,primary,2056
EB-3,2010,India,11166,4985,Capped,2023,catchall_60_65,primary,2056
EB-3,2011,India,11816,5208,Capped,2023,catchall_60_65,primary,2056
EB-3,2012,India,7137,3144,Capped,2023,catchall_60_65,primary,2056
EB-3,2013,India,6145,2689,Capped,2023,catchall_60_65,primary,2056
EB-3,2014,India,6987,3016,Capped,2023,catchall_60_65,primary,2056
EB-3,2015,India,11555,4957,Capped,2023,catchall_60_65,primary,2056
EB-3,2016,India,18837,8180,Capped,2023,catchall_60_65,primary,2056
EB-3,2017,India,16367,7077,Capped,2023,catchall_60_65,primary,2056
EB-3,2018,India,15941,6865,Capped,2023,catchall_60_65,primary,2056
EB-3,2019,India,22732,9775,Capped,2023,catchall_60_65,primary,2056
EB-3,2020,India,19156,8186,Capped,2023,catchall_60_65,primary,2056
EB-3,2021,India,103164,44296,Capped,2023,catchall_60_65,primary,2056
EB-3,2022,India,36641,15688,Capped,2023,catchall_60_65,primary,2056
EB-3,2023,India,28661,12332,Capped,2023,catchall_60_65,primary,2056
EB-4,2016,India,559,253,Capped,2023,catchall_60_65,primary,2056
EB-4,2017,India,1220,546,Capped,2023,catchall_60_65,primary,2056
EB-4,2018,India,1025,429,Capped,2023,catchall_60_65,primary,2056
EB-4,2019,India,1332,620,Capped,2023,catchall_60_65,primary,2056
EB-4,2020,India,1621,776,Capped,2023,catchall_60_65,primary,2056
EB-4,2021,India,1231,575,Capped,2023,catchall_60_65,primary,2056
EB-4,2022,India,3214,1325,Capped,2023,catchall_60_65,primary,2056
EB-4,2023,India,3342,1542,Capped,2023,catchall_60_65,primary,2056
EB-5,2019,India,962,369,Capped,2023,catchall_60_65,primary,2056
EB-5,2020,India,840,327,Capped,2023,catchall_60_65,primary,2056
EB-5,2021,India,937,354,Capped,2023,catchall_60_65,primary,2056
EB-5,2022,India,230,84,Capped,2023,catchall_60_65,primary,2056
EB-5,2023,India,973,369,Capped,2023,catchall_60_65,primary,2056
EB-2,2022,ROW,22477,10046,Capped,2023,catchall_60_65,primary,2056
EB-2,2023,ROW,64902,29052,Capped,2023,catchall_60_65,primary,2056
EB-3,2022,ROW,38227,18143,Capped,2023,catchall_60_65,primary,2056
EB-3,2023,ROW,83427,39481,Capped,2023,catchall_60_65,primary,2056
EB-4,2016,ROW,30852,18455,Capped,2023,catchall_60_65,primary,2056
EB-4,2017,ROW,25087,15142,Capped,2023,catchall_60_65,primary,2056
EB-4,2018,ROW,17973,9319,Capped,2023,catchall_60_65,primary,2056
EB-4,2019,ROW,38678,26217,Capped,2023,catchall_60_65,primary,2056
EB-4,2020,ROW,53319,40504,Capped,2023,catchall_60_65,primary,2056
EB-4,2021,ROW,40572,24365,Capped,2023,catchall_60_65,primary,2056
EB-4,2022,ROW,62041,34672,Capped,2023,catchall_60_65,primary,2056
EB-4,2023,ROW,82989,63063,Capped,2023,catchall_60_65,primary,2056
EB-1,2023,China,13266,6415,Capped,2024,catchall_60_65,primary,2056
EB-1,2024,China,12602,6149,Capped,2024,catchall_60_65,primary,2056
EB-2,2016,China,385,219,Capped,2024,catchall_60_65,primary,2056
EB-2,2017,China,9152,5146,Capped,2024,catchall_60_65,primary,2056
EB-2,2018,China,11817,6681,Capped,2024,catchall_60_65,primary,2056
EB-2,2019,China,15890,8992,Capped,2024,catchall_60_65,primary,2056
EB-2,2020,China,16532,9328,Capped,2024,catchall_60_65,primary,2056
EB-2,2021,China,15237,8605,Capped,2024,catchall_60_65,primary,2056
EB-2,2022,China,16357,9278,Capped,2024,catchall_60_65,primary,2056
EB-2,2023,China,20925,11759,Capped,2024,catchall_60_65,primary,2056
EB-2,2024,China,21303,11982,Capped,2024,catchall_60_65,primary,2056
EB-3,2014,China,1861,1004,Capped,2024,catchall_60_65,primary,2056
EB-3,2015,China,1711,930,Capped,2024,catchall_60_65,primary,2056
EB-3,2016,China,4764,2537,Capped,2024,catchall_60_65,primary,2056
EB-3,2017,China,6292,3331,Capped,2024,catchall_60_65,primary,2056
EB-3,2018,China,6285,3292,Capped,2024,catchall_60_65,primary,2056
EB-3,2019,China,5917,3122,Capped,2024,catchall_60_65,primary,2056
EB-3,2020,China,7356,3830,Capped,2024,catchall_60_65,primary,2056
EB-3,2021,China,16891,8782,Capped,2024,catchall_60_65,primary,2056
EB-3,2022,China,6830,3557,Capped,2024,catchall_60_65,primary,2056
EB-3,2023,China,5906,3069,Capped,2024,catchall_60_65,primary,2056
EB-3,2024,China,13389,6920,Capped,2024,catchall_60_65,primary,2056
EB-5,2018,China,19382,8044,Capped,2024,catchall_60_65,primary,2056
EB-5,2019,China,5552,2309,Capped,2024,catchall_60_65,primary,2056
EB-5,2020,China,3803,1558,Capped,2024,catchall_60_65,primary,2056
EB-5,2021,China,3409,1410,Capped,2024,catchall_60_65,primary,2056
EB-5,2022,China,838,335,Capped,2024,catchall_60_65,primary,2056
EB-5,2023,China,2950,1228,Capped,2024,catchall_60_65,primary,2056
EB-5,2024,China,7002,2909,Capped,2024,catchall_60_65,primary,2056
EB-1,2023,India,24709,10152,Capped,2024,catchall_60_65,primary,2056
EB-1,2024,India,21019,8711,Capped,2024,catchall_60_65,primary,2056
EB-2,2013,India,18142,8143,Capped,2024,catchall_60_65,primary,2056
EB-2,2014,India,47326,21040,Capped,2024,catchall_60_65,primary,2056
EB-2,2015,India,60936,26989,Capped,2024,catchall_60_65,primary,2056
EB-2,2016,India,93201,40898,Capped,2024,catchall_60_65,primary,2056
EB-2,2017,India,81702,35817,Capped,2024,catchall_60_65,primary,2056
EB-2,2018,India,79298,34756,Capped,2024,catchall_60_65,primary,2056
EB-2,2019,India,89729,39158,Capped,2024,catchall_60_65,primary,2056
EB-2,2020,India,73248,32008,Capped,2024,catchall_60_65,primary,2056
EB-2,2021,India,80145,34968,Capped,2024,catchall_60_65,primary,2056
EB-2,2022,India,98526,42997,Capped,2024,catchall_60_65,primary,2056
EB-2,2023,India,87663,38116,Capped,2024,catchall_60_65,primary,2056
EB-2,2024,India,87197,38109,Capped,2024,catchall_60_65,primary,2056
EB-3,2009,India,66848,30556,Capped,2024,catchall_60_65,primary,2056
EB-3,2010,India,10754,4869,Capped,2024,catchall_60_65,primary,2056
EB-3,2011,India,11515,5125,Capped,2024,catchall_60_65,primary,2056
EB-3,2012,India,6962,3089,Capped,2024,catchall_60_65,primary,2056
EB-3,2013,India,6038,2655,Capped,2024,catchall_60_65,primary,2056
EB-3,2014,India,6840,2972,Capped,2024,catchall_60_65,primary,2056
EB-3,2015,India,11241,4832,Capped,2024,catchall_60_65,primary,2056
EB-3,2016,India,18363,7992,Capped,2024,catchall_60_65,primary,2056
EB-3,2017,India,16003,6929,Capped,2024,catchall_60_65,primary,2056
EB-3,2018,India,15589,6723,Capped,2024,catchall_60_65,primary,2056
EB-3,2019,India,22247,9569,Capped,2024,catchall_60_65,primary,2056
EB-3,2020,India,18605,7959,Capped,2024,catchall_60_65,primary,2056
EB-3,2021,India,100500,43160,Capped,2024,catchall_60_65,primary,2056
EB-3,2022,India,35641,15253,Capped,2024,catchall_60_65,primary,2056
EB-3,2023,India,27885,12009,Capped,2024,catchall_60_65,primary,2056
EB-3,2024,India,23228,9948,Capped,2024,catchall_60_65,primary,2056
EB-4,2017,India,917,413,Capped,2024,catchall_60_65,primary,2056
EB-4,2018,India,958,402,Capped,2024,catchall_60_65,primary,2056
EB-4,2019,India,1274,599,Capped,2024,catchall_60_65,primary,2056
EB-4,2020,India,1551,747,Capped,2024,catchall_60_65,primary,2056
EB-4,2021,India,1188,556,Capped,2024,catchall_60_65,primary,2056
EB-4,2022,India,3105,1283,Capped,2024,catchall_60_65,primary,2056
EB-4,2023,India,3226,1483,Capped,2024,catchall_60_65,primary,2056
EB-4,2024,India,3295,1577,Capped,2024,catchall_60_65,primary,2056
EB-5,2019,India,130,50,Capped,2024,catchall_60_65,primary,2056
EB-5,2020,India,828,325,Capped,2024,catchall_60_65,primary,2056
EB-5,2021,India,928,350,Capped,2024,catchall_60_65,primary,2056
EB-5,2022,India,228,83,Capped,2024,catchall_60_65,primary,2056
EB-5,2023,India,955,363,Capped,2024,catchall_60_65,primary,2056
EB-5,2024,India,2629,993,Capped,2024,catchall_60_65,primary,2056
EB-2,2023,ROW,45014,20156,Capped,2024,catchall_60_65,primary,2056
EB-2,2024,ROW,51545,23119,Capped,2024,catchall_60_65,primary,2056
EB-3,2023,ROW,77493,36683,Capped,2024,catchall_60_65,primary,2056
EB-3,2024,ROW,76604,36306,Capped,2024,catchall_60_65,primary,2056
EB-4,2016,ROW,18754,11413,Capped,2024,catchall_60_65,primary,2056
EB-4,2017,ROW,23604,14455,Capped,2024,catchall_60_65,primary,2056
EB-4,2018,ROW,16918,8887,Capped,2024,catchall_60_65,primary,2056
EB-4,2019,ROW,36637,25128,Capped,2024,catchall_60_65,primary,2056
EB-4,2020,ROW,50322,38412,Capped,2024,catchall_60_65,primary,2056
EB-4,2021,ROW,38462,23144,Capped,2024,catchall_60_65,primary,2056
EB-4,2022,ROW,58737,32881,Capped,2024,catchall_60_65,primary,2056
EB-4,2023,ROW,78680,59831,Capped,2024,catchall_60_65,primary,2056
EB-4,2024,ROW,99967,79982,Capped,2024,catchall_60_65,primary,2056
EB-1,2022,China,4709,2291,Uncapped,2023,catchall_60_65,primary,2057
EB-1,2023,China,14529,7045,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2016,China,3769,2187,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2017,China,9031,5128,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2018,China,12251,6931,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2019,China,16051,9024,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2020,China,16713,9539,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2021,China,15550,8794,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2022,China,16720,9368,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2023,China,21356,12096,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2013,China,238,135,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2014,China,5178,2761,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2015,China,1788,953,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2016,China,4724,2548,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2017,China,6536,3441,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2018,China,6376,3355,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2019,China,6331,3275,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2020,China,7694,3972,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2021,China,17484,9107,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2022,China,7048,3715,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2023,China,6240,3283,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2017,China,6312,2643,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2018,China,21309,8735,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2019,China,5500,2288,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2020,China,3937,1592,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2021,China,3463,1438,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2022,China,787,322,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2023,China,2905,1209,Uncapped,2023,catchall_60_65,primary,2057
EB-1,2022,India,10670,4402,Uncapped,2023,catchall_60_65,primary,2057
EB-1,2023,India,25666,10667,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2013,India,21391,9498,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2014,India,48310,21454,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2015,India,61646,27126,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2016,India,94941,41565,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2017,India,82487,36159,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2018,India,80777,35273,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2019,India,91542,39806,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2020,India,74957,32709,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2021,India,82337,35768,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2022,India,100797,43820,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2023,India,87751,38361,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2009,India,72393,32694,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2010,India,11064,4925,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2011,India,11802,5224,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2012,India,7046,3090,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2013,India,6461,2789,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2014,India,6724,2953,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2015,India,11522,4972,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2016,India,18938,8143,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2017,India,16724,7194,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2018,India,16087,6934,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2019,India,22919,9835,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2020,India,19051,8196,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2021,India,103583,44452,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2022,India,37022,15907,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2023,India,28800,12334,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2016,India,630,283,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2017,India,1314,586,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2018,India,1075,439,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2019,India,1409,662,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2020,India,1749,829,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2021,India,1338,602,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2022,India,3196,1325,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2023,India,3462,1560,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2019,India,924,353,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2020,India,787,302,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2021,India,856,320,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2022,India,249,97,Uncapped,2023,catchall_60_65,primary,2057
EB-5,2023,India,1050,392,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2022,ROW,22521,10133,Uncapped,2023,catchall_60_65,primary,2057
EB-2,2023,ROW,65514,29398,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2022,ROW,39639,18826,Uncapped,2023,catchall_60_65,primary,2057
EB-3,2023,ROW,83600,39471,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2016,ROW,31280,18681,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2017,ROW,24874,15000,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2018,ROW,17483,9289,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2019,ROW,38803,26336,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2020,ROW,53210,40509,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2021,ROW,40595,24425,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2022,ROW,61446,34583,Uncapped,2023,catchall_60_65,primary,2057
EB-4,2023,ROW,82822,63129,Uncapped,2023,catchall_60_65,primary,2057
EB-1,2023,China,13554,6557,Uncapped,2024,catchall_60_65,primary,2057
EB-1,2024,China,12712,6159,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2016,China,408,239,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2017,China,8798,5021,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2018,China,11957,6778,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2019,China,15712,8841,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2020,China,16286,9307,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2021,China,15170,8592,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2022,China,16278,9121,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2023,China,20857,11820,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2024,China,21372,11924,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2014,China,2006,1083,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2015,China,1727,918,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2016,China,4521,2456,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2017,China,6181,3294,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2018,China,6144,3248,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2019,China,6123,3176,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2020,China,7416,3830,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2021,China,16747,8737,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2022,China,6776,3575,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2023,China,6045,3179,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2024,China,13319,6893,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2018,China,19973,8244,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2019,China,5426,2257,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2020,China,3902,1577,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2021,China,3440,1429,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2022,China,785,321,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2023,China,2896,1205,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2024,China,6819,2819,Uncapped,2024,catchall_60_65,primary,2057
EB-1,2023,India,23976,9961,Uncapped,2024,catchall_60_65,primary,2057
EB-1,2024,India,20918,8632,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2013,India,17642,7915,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2014,India,47458,21206,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2015,India,60395,26690,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2016,India,93183,40955,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2017,India,81052,35600,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2018,India,79529,34768,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2019,India,90174,39240,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2020,India,73545,32116,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2021,India,80879,35152,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2022,India,99045,43055,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2023,India,86193,37680,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2024,India,87413,38088,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2009,India,66553,30438,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2010,India,10717,4827,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2011,India,11517,5139,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2012,India,6891,3045,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2013,India,6349,2756,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2014,India,6593,2913,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2015,India,11251,4867,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2016,India,18464,7953,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2017,India,16333,7040,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2018,India,15723,6781,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2019,India,22454,9648,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2020,India,18527,7973,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2021,India,100953,43323,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2022,India,35979,15463,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2023,India,28040,12007,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2024,India,23370,10017,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2017,India,1052,475,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2018,India,1036,426,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2019,India,1323,627,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2020,India,1649,787,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2021,India,1266,578,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2022,India,3048,1270,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2023,India,3343,1513,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2024,India,3313,1564,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2019,India,92,36,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2020,India,778,299,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2021,India,856,320,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2022,India,247,96,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2023,India,1030,386,Uncapped,2024,catchall_60_65,primary,2057
EB-5,2024,India,2682,1016,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2023,ROW,45727,20477,Uncapped,2024,catchall_60_65,primary,2057
EB-2,2024,ROW,51682,23132,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2023,ROW,79062,37327,Uncapped,2024,catchall_60_65,primary,2057
EB-3,2024,ROW,76336,36229,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2016,ROW,19219,11727,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2017,ROW,23355,14318,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2018,ROW,16548,8885,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2019,ROW,36920,25291,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2020,ROW,50283,38418,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2021,ROW,38263,23149,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2022,ROW,58241,32851,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2023,ROW,78597,59979,Uncapped,2024,catchall_60_65,primary,2057
EB-4,2024,ROW,100351,79996,Uncapped,2024,catchall_60_65,primary,2057
EB-1,2022,China,4709,2291,Capped,2023,catchall_60_65,primary,2057
EB-1,2023,China,14529,7045,Capped,2023,catchall_60_65,primary,2057
EB-2,2016,China,3769,2187,Capped,2023,catchall_60_65,primary,2057
EB-2,2017,China,9031,5128,Capped,2023,catchall_60_65,primary,2057
EB-2,2018,China,12251,6931,Capped,2023,catchall_60_65,primary,2057
