category,model_entry_year,nationality,principal_and_active_derivative_backlog,principal_backlog,scenario,year,case,role,seed
EB-2,2015,India,61561,27058,Uncapped,2023,catchall_60_65,primary,2015
EB-2,2016,India,94859,41608,Uncapped,2023,catchall_60_65,primary,2015
EB-2,2017,India,83458,36388,Uncapped,2023,catchall_60_65,primary,2015
EB-2,2018,India,81000,35350,Uncapped,2023,catchall_60_65,primary,2015
EB-2,2019,India,90645,39574,Uncapped,2023,catchall_60_65,primary,2015
EB-2,2020,India,74721,32492,Uncapped,2023,catchall_60_65,primary,2015
EB-2,2021,India,82067,35630,Uncapped,2023,catchall_60_65,primary,2015
EB-2,2022,India,99770,43567,Uncapped,2023,catchall_60_65,primary,2015
EB-2,2023,India,88979,38760,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2009,India,72962,32939,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2010,India,11109,4962,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2011,India,11976,5277,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2012,India,7127,3103,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2013,India,6109,2652,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2014,India,6995,3013,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2015,India,11443,4933,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2016,India,19201,8282,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2017,India,17070,7281,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2018,India,15875,6852,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2019,India,22944,9894,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2020,India,18435,7956,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2021,India,102793,44143,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2022,India,36766,15777,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2023,India,28898,12360,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2016,India,510,216,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2017,India,1089,510,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2018,India,1021,428,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2019,India,1451,653,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2020,India,1813,846,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2021,India,1226,564,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2022,India,3427,1444,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2023,India,3469,1558,Uncapped,2023,catchall_60_65,primary,2015
EB-5,2019,India,1014,381,Uncapped,2023,catchall_60_65,primary,2015
EB-5,2020,India,780,297,Uncapped,2023,catchall_60_65,primary,2015
EB-5,2021,India,855,322,Uncapped,2023,catchall_60_65,primary,2015
EB-5,2022,India,214,86,Uncapped,2023,catchall_60_65,primary,2015
EB-5,2023,India,963,354,Uncapped,2023,catchall_60_65,primary,2015
EB-2,2022,ROW,23285,10494,Uncapped,2023,catchall_60_65,primary,2015
EB-2,2023,ROW,64925,29091,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2022,ROW,41416,19580,Uncapped,2023,catchall_60_65,primary,2015
EB-3,2023,ROW,83181,39452,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2016,ROW,30973,18582,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2017,ROW,24824,14993,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2018,ROW,17621,9256,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2019,ROW,38313,26140,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2020,ROW,53277,40544,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2021,ROW,40552,24358,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2022,ROW,62136,34584,Uncapped,2023,catchall_60_65,primary,2015
EB-4,2023,ROW,82350,63020,Uncapped,2023,catchall_60_65,primary,2015
EB-1,2023,China,13740,6651,Uncapped,2024,catchall_60_65,primary,2015
EB-1,2024,China,12705,6247,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2016,China,620,361,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2017,China,8815,5004,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2018,China,11286,6407,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2019,China,16036,9028,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2020,China,16520,9406,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2021,China,15621,8796,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2022,China,16317,9222,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2023,China,20970,11784,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2024,China,20777,11856,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2014,China,1810,991,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2015,China,1832,973,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2016,China,4573,2395,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2017,China,6437,3361,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2018,China,6449,3330,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2019,China,5734,3029,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2020,China,7191,3751,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2021,China,16746,8744,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2022,China,6814,3491,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2023,China,6031,3131,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2024,China,13373,6908,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2018,China,19492,8196,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2019,China,5387,2206,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2020,China,3866,1597,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2021,China,3391,1389,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2022,China,787,332,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2023,China,3080,1274,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2024,China,6986,2885,Uncapped,2024,catchall_60_65,primary,2015
EB-1,2023,India,24120,9969,Uncapped,2024,catchall_60_65,primary,2015
EB-1,2024,India,21044,8748,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2013,India,18337,8169,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2014,India,46900,20846,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2015,India,60287,26639,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2016,India,93036,40949,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2017,India,82054,35840,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2018,India,79639,34822,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2019,India,89297,39035,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2020,India,73268,31892,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2021,India,80494,34956,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2022,India,98097,42846,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2023,India,87416,38079,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2024,India,87725,38255,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2009,India,67095,30682,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2010,India,10765,4861,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2011,India,11678,5190,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2012,India,7005,3072,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2013,India,5988,2614,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2014,India,6863,2973,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2015,India,11180,4831,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2016,India,18773,8110,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2017,India,16670,7128,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2018,India,15558,6722,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2019,India,22440,9691,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2020,India,17932,7743,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2021,India,100042,42956,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2022,India,35545,15277,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2023,India,28153,12035,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2024,India,23164,9948,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2017,India,706,341,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2018,India,959,406,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2019,India,1374,625,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2020,India,1730,815,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2021,India,1195,550,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2022,India,3256,1375,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2023,India,3344,1508,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2024,India,3315,1539,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2019,India,179,69,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2020,India,766,294,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2021,India,841,318,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2022,India,212,85,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2023,India,960,353,Uncapped,2024,catchall_60_65,primary,2015
EB-5,2024,India,2726,1033,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2023,ROW,45789,20524,Uncapped,2024,catchall_60_65,primary,2015
EB-2,2024,ROW,51532,23096,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2022,ROW,240,112,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2023,ROW,80001,37955,Uncapped,2024,catchall_60_65,primary,2015
EB-3,2024,ROW,76353,36269,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2016,ROW,18945,11556,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2017,ROW,23455,14329,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2018,ROW,16538,8793,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2019,ROW,36417,25072,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2020,ROW,50248,38434,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2021,ROW,38275,23048,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2022,ROW,58855,32852,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2023,ROW,78242,59863,Uncapped,2024,catchall_60_65,primary,2015
EB-4,2024,ROW,100135,79923,Uncapped,2024,catchall_60_65,primary,2015
EB-1,2022,China,4761,2332,Capped,2023,catchall_60_65,primary,2015
EB-1,2023,China,14837,7181,Capped,2023,catchall_60_65,primary,2015
EB-2,2016,China,3982,2261,Capped,2023,catchall_60_65,primary,2015
EB-2,2017,China,9099,5146,Capped,2023,catchall_60_65,primary,2015
EB-2,2018,China,11603,6569,Capped,2023,catchall_60_65,primary,2015
EB-2,2019,China,16381,9221,Capped,2023,catchall_60_65,primary,2015
EB-2,2020,China,16967,9646,Capped,2023,catchall_60_65,primary,2015
EB-2,2021,China,16048,9032,Capped,2023,catchall_60_65,primary,2015
EB-2,2022,China,16748,9462,Capped,2023,catchall_60_65,primary,2015
EB-2,2023,China,21492,12085,Capped,2023,catchall_60_65,primary,2015
EB-3,2013,China,245,132,Capped,2023,catchall_60_65,primary,2015
EB-3,2014,China,4979,2687,Capped,2023,catchall_60_65,primary,2015
EB-3,2015,China,1893,1009,Capped,2023,catchall_60_65,primary,2015
EB-3,2016,China,4788,2491,Capped,2023,catchall_60_65,primary,2015
EB-3,2017,China,6740,3487,Capped,2023,catchall_60_65,primary,2015
EB-3,2018,China,6682,3432,Capped,2023,catchall_60_65,primary,2015
EB-3,2019,China,5920,3115,Capped,2023,catchall_60_65,primary,2015
EB-3,2020,China,7503,3913,Capped,2023,catchall_60_65,primary,2015
EB-3,2021,China,17474,9116,Capped,2023,catchall_60_65,primary,2015
EB-3,2022,China,7056,3624,Capped,2023,catchall_60_65,primary,2015
EB-3,2023,China,6225,3233,Capped,2023,catchall_60_65,primary,2015
EB-5,2017,China,5876,2436,Capped,2023,catchall_60_65,primary,2015
EB-5,2018,China,21266,8872,Capped,2023,catchall_60_65,primary,2015
EB-5,2019,China,5457,2239,Capped,2023,catchall_60_65,primary,2015
EB-5,2020,China,3915,1620,Capped,2023,catchall_60_65,primary,2015
EB-5,2021,China,3421,1400,Capped,2023,catchall_60_65,primary,2015
EB-5,2022,China,798,337,Capped,2023,catchall_60_65,primary,2015
EB-5,2023,China,3112,1289,Capped,2023,catchall_60_65,primary,2015
EB-1,2022,India,10439,4319,Capped,2023,catchall_60_65,primary,2015
EB-1,2023,India,26229,10838,Capped,2023,catchall_60_65,primary,2015
EB-2,2013,India,22105,9780,Capped,2023,catchall_60_65,primary,2015
EB-2,2014,India,47725,21078,Capped,2023,catchall_60_65,primary,2015
EB-2,2015,India,61561,27058,Capped,2023,catchall_60_65,primary,2015
EB-2,2016,India,94859,41608,Capped,2023,catchall_60_65,primary,2015
EB-2,2017,India,83458,36388,Capped,2023,catchall_60_65,primary,2015
EB-2,2018,India,81000,35350,Capped,2023,catchall_60_65,primary,2015
EB-2,2019,India,90645,39574,Capped,2023,catchall_60_65,primary,2015
EB-2,2020,India,74721,32492,Capped,2023,catchall_60_65,primary,2015
EB-2,2021,India,82067,35630,Capped,2023,catchall_60_65,primary,2015
EB-2,2022,India,99770,43567,Capped,2023,catchall_60_65,primary,2015
EB-2,2023,India,88979,38760,Capped,2023,catchall_60_65,primary,2015
EB-3,2009,India,72962,32939,Capped,2023,catchall_60_65,primary,2015
EB-3,2010,India,11109,4962,Capped,2023,catchall_60_65,primary,2015
EB-3,2011,India,11976,5277,Capped,2023,catchall_60_65,primary,2015
EB-3,2012,India,7127,3103,Capped,2023,catchall_60_65,primary,2015
EB-3,2013,India,6109,2652,Capped,2023,catchall_60_65,primary,2015
EB-3,2014,India,6995,3013,Capped,2023,catchall_60_65,primary,2015
EB-3,2015,India,11443,4933,Capped,2023,catchall_60_65,primary,2015
EB-3,2016,India,19201,8282,Capped,2023,catchall_60_65,primary,2015
EB-3,2017,India,17070,7281,Capped,2023,catchall_60_65,primary,2015
EB-3,2018,India,15875,6852,Capped,2023,catchall_60_65,primary,2015
EB-3,2019,India,22944,9894,Capped,2023,catchall_60_65,primary,2015
EB-3,2020,India,18435,7956,Capped,2023,catchall_60_65,primary,2015
EB-3,2021,India,102793,44143,Capped,2023,catchall_60_65,primary,2015
EB-3,2022,India,36766,15777,Capped,2023,catchall_60_65,primary,2015
EB-3,2023,India,28898,12360,Capped,2023,catchall_60_65,primary,2015
EB-4,2016,India,510,216,Capped,2023,catchall_60_65,primary,2015
EB-4,2017,India,1089,510,Capped,2023,catchall_60_65,primary,2015
EB-4,2018,India,1021,428,Capped,2023,catchall_60_65,primary,2015
EB-4,2019,India,1451,653,Capped,2023,catchall_60_65,primary,2015
EB-4,2020,India,1813,846,Capped,2023,catchall_60_65,primary,2015
EB-4,2021,India,1226,564,Capped,2023,catchall_60_65,primary,2015
EB-4,2022,India,3427,1444,Capped,2023,catchall_60_65,primary,2015
EB-4,2023,India,3469,1558,Capped,2023,catchall_60_65,primary,2015
EB-5,2019,India,1014,381,Capped,2023,catchall_60_65,primary,2015
EB-5,2020,India,780,297,Capped,2023,catchall_60_65,primary,2015
EB-5,2021,India,855,322,Capped,2023,catchall_60_65,primary,2015
EB-5,2022,India,214,86,Capped,2023,catchall_60_65,primary,2015
EB-5,2023,India,963,354,Capped,2023,catchall_60_65,primary,2015
EB-2,2022,ROW,23285,10494,Capped,2023,catchall_60_65,primary,2015
EB-2,2023,ROW,64925,29091,Capped,2023,catchall_60_65,primary,2015
EB-3,2022,ROW,41416,19580,Capped,2023,catchall_60_65,primary,2015
EB-3,2023,ROW,83181,39452,Capped,2023,catchall_60_65,primary,2015
EB-4,2016,ROW,30973,18582,Capped,2023,catchall_60_65,primary,2015
EB-4,2017,ROW,24824,14993,Capped,2023,catchall_60_65,primary,2015
EB-4,2018,ROW,17621,9256,Capped,2023,catchall_60_65,primary,2015
EB-4,2019,ROW,38313,26140,Capped,2023,catchall_60_65,primary,2015
EB-4,2020,ROW,53277,40544,Capped,2023,catchall_60_65,primary,2015
EB-4,2021,ROW,40552,24358,Capped,2023,catchall_60_65,primary,2015
EB-4,2022,ROW,62136,34584,Capped,2023,catchall_60_65,primary,2015
EB-4,2023,ROW,82350,63020,Capped,2023,catchall_60_65,primary,2015
EB-1,2023,China,13740,6651,Capped,2024,catchall_60_65,primary,2015
EB-1,2024,China,12705,6247,Capped,2024,catchall_60_65,primary,2015
EB-2,2016,China,620,361,Capped,2024,catchall_60_65,primary,2015
EB-2,2017,China,8815,5004,Capped,2024,catchall_60_65,primary,2015
EB-2,2018,China,11286,6407,Capped,2024,catchall_60_65,primary,2015
EB-2,2019,China,16036,9028,Capped,2024,catchall_60_65,primary,2015
EB-2,2020,China,16520,9406,Capped,2024,catchall_60_65,primary,2015
EB-2,2021,China,15621,8796,Capped,2024,catchall_60_65,primary,2015
EB-2,2022,China,16317,9222,Capped,2024,catchall_60_65,primary,2015
EB-2,2023,China,20970,11784,Capped,2024,catchall_60_65,primary,2015
EB-2,2024,China,20777,11856,Capped,2024,catchall_60_65,primary,2015
EB-3,2014,China,1810,991,Capped,2024,catchall_60_65,primary,2015
EB-3,2015,China,1832,973,Capped,2024,catchall_60_65,primary,2015
EB-3,2016,China,4573,2395,Capped,2024,catchall_60_65,primary,2015
EB-3,2017,China,6437,3361,Capped,2024,catchall_60_65,primary,2015
EB-3,2018,China,6449,3330,Capped,2024,catchall_60_65,primary,2015
EB-3,2019,China,5734,3029,Capped,2024,catchall_60_65,primary,2015
EB-3,2020,China,7191,3751,Capped,2024,catchall_60_65,primary,2015
EB-3,2021,China,16746,8744,Capped,2024,catchall_60_65,primary,2015
EB-3,2022,China,6814,3491,Capped,2024,catchall_60_65,primary,2015
EB-3,2023,China,6031,3131,Capped,2024,catchall_60_65,primary,2015
EB-3,2024,China,13373,6908,Capped,2024,catchall_60_65,primary,2015
EB-5,2018,China,19492,8196,Capped,2024,catchall_60_65,primary,2015
EB-5,2019,China,5387,2206,Capped,2024,catchall_60_65,primary,2015
EB-5,2020,China,3866,1597,Capped,2024,catchall_60_65,primary,2015
EB-5,2021,China,3391,1389,Capped,2024,catchall_60_65,primary,2015
EB-5,2022,China,787,332,Capped,2024,catchall_60_65,primary,2015
EB-5,2023,China,3080,1274,Capped,2024,catchall_60_65,primary,2015
EB-5,2024,China,6986,2885,Capped,2024,catchall_60_65,primary,2015
EB-1,2023,India,24120,9969,Capped,2024,catchall_60_65,primary,2015
EB-1,2024,India,21044,8748,Capped,2024,catchall_60_65,primary,2015
EB-2,2013,India,18337,8169,Capped,2024,catchall_60_65,primary,2015
EB-2,2014,India,46900,20846,Capped,2024,catchall_60_65,primary,2015
EB-2,2015,India,60287,26639,Capped,2024,catchall_60_65,primary,2015
EB-2,2016,India,93036,40949,Capped,2024,catchall_60_65,primary,2015
EB-2,2017,India,82054,35840,Capped,2024,catchall_60_65,primary,2015
EB-2,2018,India,79639,34822,Capped,2024,catchall_60_65,primary,2015
EB-2,2019,India,89297,39035,Capped,2024,catchall_60_65,primary,2015
EB-2,2020,India,73268,31892,Capped,2024,catchall_60_65,primary,2015
EB-2,2021,India,80494,34956,Capped,2024,catchall_60_65,primary,2015
EB-2,2022,India,98097,42846,Capped,2024,catchall_60_65,primary,2015
EB-2,2023,India,87416,38079,Capped,2024,catchall_60_65,primary,2015
EB-2,2024,India,87725,38255,Capped,2024,catchall_60_65,primary,2015
EB-3,2009,India,67095,30682,Capped,2024,catchall_60_65,primary,2015
EB-3,2010,India,10765,4861,Capped,2024,catchall_60_65,primary,2015
EB-3,2011,India,11678,5190,Capped,2024,catchall_60_65,primary,2015
EB-3,2012,India,7005,3072,Capped,2024,catchall_60_65,primary,2015
EB-3,2013,India,5988,2614,Capped,2024,catchall_60_65,primary,2015
EB-3,2014,India,6863,2973,Capped,2024,catchall_60_65,primary,2015
EB-3,2015,India,11180,4831,Capped,2024,catchall_60_65,primary,2015
EB-3,2016,India,18773,8110,Capped,2024,catchall_60_65,primary,2015
EB-3,2017,India,16670,7128,Capped,2024,catchall_60_65,primary,2015
EB-3,2018,India,15558,6722,Capped,2024,catchall_60_65,primary,2015
EB-3,2019,India,22440,9691,Capped,2024,catchall_60_65,primary,2015
EB-3,2020,India,17932,7743,Capped,2024,catchall_60_65,primary,2015
EB-3,2021,India,100042,42956,Capped,2024,catchall_60_65,primary,2015
EB-3,2022,India,35545,15277,Capped,2024,catchall_60_65,primary,2015
EB-3,2023,India,28153,12035,Capped,2024,catchall_60_65,primary,2015
EB-3,2024,India,23164,9948,Capped,2024,catchall_60_65,primary,2015
EB-4,2017,India,706,341,Capped,2024,catchall_60_65,primary,2015
EB-4,2018,India,959,406,Capped,2024,catchall_60_65,primary,2015
EB-4,2019,India,1374,625,Capped,2024,catchall_60_65,primary,2015
EB-4,2020,India,1730,815,Capped,2024,catchall_60_65,primary,2015
EB-4,2021,India,1195,550,Capped,2024,catchall_60_65,primary,2015
EB-4,2022,India,3256,1375,Capped,2024,catchall_60_65,primary,2015
EB-4,2023,India,3344,1508,Capped,2024,catchall_60_65,primary,2015
EB-4,2024,India,3315,1539,Capped,2024,catchall_60_65,primary,2015
EB-5,2019,India,179,69,Capped,2024,catchall_60_65,primary,2015
EB-5,2020,India,766,294,Capped,2024,catchall_60_65,primary,2015
EB-5,2021,India,841,318,Capped,2024,catchall_60_65,primary,2015
EB-5,2022,India,212,85,Capped,2024,catchall_60_65,primary,2015
EB-5,2023,India,960,353,Capped,2024,catchall_60_65,primary,2015
EB-5,2024,India,2726,1033,Capped,2024,catchall_60_65,primary,2015
EB-2,2023,ROW,45789,20524,Capped,2024,catchall_60_65,primary,2015
EB-2,2024,ROW,51532,23096,Capped,2024,catchall_60_65,primary,2015
EB-3,2022,ROW,240,112,Capped,2024,catchall_60_65,primary,2015
EB-3,2023,ROW,80001,37955,Capped,2024,catchall_60_65,primary,2015
EB-3,2024,ROW,76353,36269,Capped,2024,catchall_60_65,primary,2015
EB-4,2016,ROW,18945,11556,Capped,2024,catchall_60_65,primary,2015
EB-4,2017,ROW,23455,14329,Capped,2024,catchall_60_65,primary,2015
EB-4,2018,ROW,16538,8793,Capped,2024,catchall_60_65,primary,2015
EB-4,2019,ROW,36417,25072,Capped,2024,catchall_60_65,primary,2015
EB-4,2020,ROW,50248,38434,Capped,2024,catchall_60_65,primary,2015
EB-4,2021,ROW,38275,23048,Capped,2024,catchall_60_65,primary,2015
