metric,period,dimension,group,scenario,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,p025,p975
exits,full,category,EB-4,Capped minus uncapped,50,-105.04,563.0094050760446,79.62155364021498,-265.0455025371335,54.965502537133474,-1138.15,911.5249999999999
exits,historical,category,EB-5,Uncapped,50,1937.5,41.049124378540625,5.80522284196722,1925.8339679307655,1949.1660320692345,1863.45,2011.075
exits,historical,category,EB-5,Capped,50,1937.5,41.049124378540625,5.80522284196722,1925.8339679307655,1949.1660320692345,1863.45,2011.075
exits,historical,category,EB-5,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exits,projection,category,EB-5,Uncapped,50,3386.8,47.31570046194055,6.691450530645924,3373.3530267131387,3400.2469732868617,3297.575,3486.775
exits,projection,category,EB-5,Capped,50,3808.56,57.075374438955194,8.071676860909312,3792.3393580582074,3824.7806419417925,3701.925,3914.325
exits,projection,category,EB-5,Capped minus uncapped,50,421.76,57.8684503941518,8.183834738092415,405.31396836557144,438.20603163442854,316.675,528.05
exits,full,category,EB-5,Uncapped,50,5324.3,58.80588961202121,8.316408663673549,5307.587551087635,5341.0124489123655,5206.525,5420.15
exits,full,category,EB-5,Capped,50,5746.06,66.3707613274375,9.386243081428985,5727.197638333885,5764.922361666116,5599.35,5867.55
exits,full,category,EB-5,Capped minus uncapped,50,421.76,57.8684503941518,8.183834738092415,405.31396836557144,438.20603163442854,316.675,528.05
visas,historical,overall,All,Uncapped,50,2571033.0,0.0,0.0,2571033.0,2571033.0,2571033.0,2571033.0
visas,historical,overall,All,Capped,50,2571033.0,0.0,0.0,2571033.0,2571033.0,2571033.0,2571033.0
visas,historical,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
visas,projection,overall,All,Uncapped,50,2678304.0,0.0,0.0,2678304.0,2678304.0,2678304.0,2678304.0
visas,projection,overall,All,Capped,50,2678304.0,0.0,0.0,2678304.0,2678304.0,2678304.0,2678304.0
visas,projection,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
visas,full,overall,All,Uncapped,50,5249337.0,0.0,0.0,5249337.0,5249337.0,5249337.0,5249337.0
visas,full,overall,All,Capped,50,5249337.0,0.0,0.0,5249337.0,5249337.0,5249337.0,5249337.0
visas,full,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conversions,historical,overall,All,Uncapped,50,1163569.46,616.5746461586904,87.1968226813012,1163394.2314243834,1163744.6885756166,1162421.075,1164645.3
