annual_principal_exits,annual_visas,category,nationality,principal_backlog,scenario,year,seed
0,1267,EB-5,ROW,0,Uncapped,2011,2015
0,8723,EB-1,India,0,Uncapped,2012,2015
0,5580,EB-1,China,0,Uncapped,2012,2015
0,20909,EB-1,ROW,0,Uncapped,2012,2015
943,12653,EB-2,India,53748,Uncapped,2012,2015
229,3266,EB-2,China,9738,Uncapped,2012,2015
82,35577,EB-2,ROW,3353,Uncapped,2012,2015
2341,2896,EB-3,India,88708,Uncapped,2012,2015
936,2896,EB-3,China,23870,Uncapped,2012,2015
1839,35577,EB-3,ROW,44823,Uncapped,2012,2015
19,325,EB-4,India,447,Uncapped,2012,2015
1,9,EB-4,China,20,Uncapped,2012,2015
562,7144,EB-4,ROW,11183,Uncapped,2012,2015
0,85,EB-5,India,0,Uncapped,2012,2015
0,7042,EB-5,China,0,Uncapped,2012,2015
0,1965,EB-5,ROW,0,Uncapped,2012,2015
0,11453,EB-1,India,0,Uncapped,2013,2015
0,6567,EB-1,China,0,Uncapped,2013,2015
0,22938,EB-1,ROW,0,Uncapped,2013,2015
1226,16698,EB-2,India,66212,Uncapped,2013,2015
287,3229,EB-2,China,11017,Uncapped,2013,2015
0,38682,EB-2,ROW,0,Uncapped,2013,2015
2460,3229,EB-3,India,88321,Uncapped,2013,2015
885,3229,EB-3,China,21650,Uncapped,2013,2015
1184,39665,EB-3,ROW,29642,Uncapped,2013,2015
40,275,EB-4,India,1224,Uncapped,2013,2015
2,16,EB-4,China,66,Uncapped,2013,2015
1323,6155,EB-4,ROW,24373,Uncapped,2013,2015
0,107,EB-5,India,0,Uncapped,2013,2015
0,7173,EB-5,China,0,Uncapped,2013,2015
0,1853,EB-5,ROW,0,Uncapped,2013,2015
2,15084,EB-1,India,119,Uncapped,2014,2015
2,7650,EB-1,China,69,Uncapped,2014,2015
0,23012,EB-1,ROW,0,Uncapped,2014,2015
1640,3030,EB-2,India,88231,Uncapped,2014,2015
356,3030,EB-2,China,12896,Uncapped,2014,2015
12,37229,EB-2,ROW,256,Uncapped,2014,2015
1916,3030,EB-3,India,88959,Uncapped,2014,2015
767,3030,EB-3,China,23202,Uncapped,2014,2015
696,37229,EB-3,ROW,17103,Uncapped,2014,2015
65,401,EB-4,India,1734,Uncapped,2014,2015
9,19,EB-4,China,109,Uncapped,2014,2015
1847,7869,EB-4,ROW,34873,Uncapped,2014,2015
0,338,EB-5,India,0,Uncapped,2014,2015
11,7788,EB-5,China,734,Uncapped,2014,2015
0,2620,EB-5,ROW,0,Uncapped,2014,2015
37,8745,EB-1,India,2611,Uncapped,2015,2015
22,5282,EB-1,China,1792,Uncapped,2015,2015
0,27143,EB-1,ROW,0,Uncapped,2015,2015
2206,2882,EB-2,India,116317,Uncapped,2015,2015
387,2882,EB-2,China,15870,Uncapped,2015,2015
65,35406,EB-2,ROW,2601,Uncapped,2015,2015
2085,2882,EB-3,India,91743,Uncapped,2015,2015
803,2882,EB-3,China,22311,Uncapped,2015,2015
374,35406,EB-3,ROW,9754,Uncapped,2015,2015
90,715,EB-4,India,2657,Uncapped,2015,2015
0,433,EB-4,China,0,Uncapped,2015,2015
2831,9073,EB-4,ROW,52703,Uncapped,2015,2015
1,715,EB-5,India,111,Uncapped,2015,2015
33,4865,EB-5,China,5217,Uncapped,2015,2015
0,4641,EB-5,ROW,0,Uncapped,2015,2015
45,8956,EB-1,India,6507,Uncapped,2016,2015
46,5157,EB-1,China,3970,Uncapped,2016,2015
22,26027,EB-1,ROW,1779,Uncapped,2016,2015
2774,2810,EB-2,India,159746,Uncapped,2016,2015
566,2810,EB-2,China,21087,Uncapped,2016,2015
271,34520,EB-2,ROW,9630,Uncapped,2016,2015
2200,2810,EB-3,India,98383,Uncapped,2016,2015
871,2810,EB-3,China,23353,Uncapped,2016,2015
451,34520,EB-3,ROW,11263,Uncapped,2016,2015
131,698,EB-4,India,3241,Uncapped,2016,2015
0,213,EB-4,China,0,Uncapped,2016,2015
4118,9054,EB-4,ROW,74734,Uncapped,2016,2015
2,698,EB-5,India,328,Uncapped,2016,2015
72,5046,EB-5,China,8617,Uncapped,2016,2015
0,4221,EB-5,ROW,0,Uncapped,2016,2015
97,11539,EB-1,India,10011,Uncapped,2017,2015
71,5979,EB-1,China,6054,Uncapped,2017,2015
80,22409,EB-1,ROW,5951,Uncapped,2017,2015
3475,2795,EB-2,India,196053,Uncapped,2017,2015
643,2795,EB-2,China,24958,Uncapped,2017,2015
326,34337,EB-2,ROW,12623,Uncapped,2017,2015
2375,2795,EB-3,India,103443,Uncapped,2017,2015
998,2795,EB-3,China,25385,Uncapped,2017,2015
518,34336,EB-3,ROW,13475,Uncapped,2017,2015
147,694,EB-4,India,3499,Uncapped,2017,2015
0,155,EB-4,China,0,Uncapped,2017,2015
4670,9063,EB-4,ROW,87377,Uncapped,2017,2015
6,694,EB-5,India,866,Uncapped,2017,2015
96,2636,EB-5,China,15474,Uncapped,2017,2015
0,6582,EB-5,ROW,0,Uncapped,2017,2015
115,11780,EB-1,India,12565,Uncapped,2018,2015
106,6140,EB-1,China,7452,Uncapped,2018,2015
95,21972,EB-1,ROW,7755,Uncapped,2018,2015
4086,2792,EB-2,India,229947,Uncapped,2018,2015
785,2792,EB-2,China,30254,Uncapped,2018,2015
402,34308,EB-2,ROW,16012,Uncapped,2018,2015
2484,2792,EB-3,India,107705,Uncapped,2018,2015
1128,2792,EB-3,China,27032,Uncapped,2018,2015
734,34308,EB-3,ROW,18916,Uncapped,2018,2015
152,693,EB-4,India,3596,Uncapped,2018,2015
0,107,EB-4,China,0,Uncapped,2018,2015
4920,9104,EB-4,ROW,90951,Uncapped,2018,2015
9,693,EB-5,India,1758,Uncapped,2018,2015
180,1098,EB-5,China,24233,Uncapped,2018,2015
0,8112,EB-5,ROW,0,Uncapped,2018,2015
121,9589,EB-1,India,15270,Uncapped,2019,2015
94,4819,EB-1,China,8765,Uncapped,2019,2015
75,25800,EB-1,ROW,5656,Uncapped,2019,2015
4661,2814,EB-2,India,267418,Uncapped,2019,2015
914,2814,EB-2,China,38216,Uncapped,2019,2015
505,34579,EB-2,ROW,19777,Uncapped,2019,2015
2312,2814,EB-3,India,115471,Uncapped,2019,2015
1052,2814,EB-3,China,28276,Uncapped,2019,2015
1092,34579,EB-3,ROW,28109,Uncapped,2019,2015
165,699,EB-4,India,3924,Uncapped,2019,2015
0,191,EB-4,China,0,Uncapped,2019,2015
6244,9092,EB-4,ROW,114268,Uncapped,2019,2015
9,699,EB-5,India,1932,Uncapped,2019,2015
173,6901,EB-5,China,23527,Uncapped,2019,2015
0,2382,EB-5,ROW,0,Uncapped,2019,2015
164,10941,EB-1,India,16799,Uncapped,2020,2015
114,4766,EB-1,China,9314,Uncapped,2020,2015
0,33231,EB-1,ROW,0,Uncapped,2020,2015
5056,2599,EB-2,India,296065,Uncapped,2020,2015
1168,3118,EB-2,China,46023,Uncapped,2020,2015
573,36369,EB-2,ROW,21034,Uncapped,2020,2015
2418,2946,EB-3,India,120607,Uncapped,2020,2015
1094,2946,EB-3,China,30164,Uncapped,2020,2015
1388,36193,EB-3,ROW,34338,Uncapped,2020,2015
165,731,EB-4,India,4443,Uncapped,2020,2015
0,190,EB-4,China,0,Uncapped,2020,2015
8003,9527,EB-4,ROW,151366,Uncapped,2020,2015
8,731,EB-5,India,1963,Uncapped,2020,2015
214,1189,EB-5,China,24503,Uncapped,2020,2015
0,1676,EB-5,ROW,0,Uncapped,2020,2015
121,30825,EB-1,India,11087,Uncapped,2021,2015
122,9118,EB-1,China,8282,Uncapped,2021,2015
0,18867,EB-1,ROW,0,Uncapped,2021,2015
5154,28246,EB-2,India,316012,Uncapped,2021,2015
1327,6091,EB-2,China,50970,Uncapped,2021,2015
735,25404,EB-2,ROW,28031,Uncapped,2021,2015
3484,21039,EB-3,India,155730,Uncapped,2021,2015
1366,3914,EB-3,China,36917,Uncapped,2021,2015
1623,35173,EB-3,ROW,41554,Uncapped,2021,2015
155,972,EB-4,India,4508,Uncapped,2021,2015
0,75,EB-4,China,0,Uncapped,2021,2015
8652,12834,EB-4,ROW,164647,Uncapped,2021,2015
9,972,EB-5,India,1906,Uncapped,2021,2015
297,972,EB-5,China,25243,Uncapped,2021,2015
2,1005,EB-5,ROW,255,Uncapped,2021,2015
108,20381,EB-1,India,10672,Uncapped,2022,2015
92,11425,EB-1,China,7057,Uncapped,2022,2015
0,22331,EB-1,ROW,0,Uncapped,2022,2015
5446,59432,EB-2,India,329600,Uncapped,2022,2015
1355,8523,EB-2,China,54778,Uncapped,2022,2015
832,41355,EB-2,ROW,32120,Uncapped,2022,2015
3682,13919,EB-3,India,162491,Uncapped,2022,2015
1379,5510,EB-3,China,36421,Uncapped,2022,2015
1665,61946,EB-3,ROW,42909,Uncapped,2022,2015
198,1368,EB-4,India,5273,Uncapped,2022,2015
0,168,EB-4,China,0,Uncapped,2022,2015
9446,18007,EB-4,ROW,184169,Uncapped,2022,2015
13,1368,EB-5,India,1473,Uncapped,2022,2015
253,8419,EB-5,China,21822,Uncapped,2022,2015
0,1098,EB-5,ROW,0,Uncapped,2022,2015
139,15314,EB-1,India,15157,Uncapped,2023,2015
98,9636,EB-1,China,9513,Uncapped,2023,2015
0,30514,EB-1,ROW,0,Uncapped,2023,2015
6044,3882,EB-2,India,361285,Uncapped,2023,2015
1589,3882,EB-2,China,63422,Uncapped,2023,2015
941,47699,EB-2,ROW,39585,Uncapped,2023,2015
4049,3882,EB-3,India,169424,Uncapped,2023,2015
1406,3882,EB-3,China,36239,Uncapped,2023,2015
2299,47699,EB-3,ROW,59032,Uncapped,2023,2015
268,964,EB-4,India,6219,Uncapped,2023,2015
0,148,EB-4,China,0,Uncapped,2023,2015
12208,12657,EB-4,ROW,231477,Uncapped,2023,2015
8,964,EB-5,India,1440,Uncapped,2023,2015
250,11310,EB-5,China,18193,Uncapped,2023,2015
0,1495,EB-5,ROW,0,Uncapped,2023,2015
161,12339,EB-1,India,18717,Uncapped,2024,2015
172,5679,EB-1,China,12898,Uncapped,2024,2015
0,29857,EB-1,ROW,0,Uncapped,2024,2015
6426,3351,EB-2,India,392328,Uncapped,2024,2015
1845,3351,EB-2,China,71864,Uncapped,2024,2015
1137,41173,EB-2,ROW,43620,Uncapped,2024,2015
4291,3351,EB-3,India,173833,Uncapped,2024,2015
1504,3351,EB-3,China,40104,Uncapped,2024,2015
2920,41172,EB-3,ROW,74336,Uncapped,2024,2015
291,832,EB-4,India,7159,Uncapped,2024,2015
0,329,EB-4,China,0,Uncapped,2024,2015
15381,10724,EB-4,ROW,293870,Uncapped,2024,2015
15,832,EB-5,India,2152,Uncapped,2024,2015
248,7164,EB-5,China,17879,Uncapped,2024,2015
0,3889,EB-5,ROW,0,Uncapped,2024,2015
0,5356,EB-1,India,0,Capped,2009,2015
0,4574,EB-1,China,0,Capped,2009,2015
0,29176,EB-1,ROW,0,Capped,2009,2015
228,9563,EB-2,India,11845,Capped,2009,2015
233,5756,EB-2,China,8968,Capped,2009,2015
0,32992,EB-2,ROW,0,Capped,2009,2015
2261,2304,EB-3,India,81850,Capped,2009,2015
1149,1077,EB-3,China,29750,Capped,2009,2015
2766,36941,EB-3,ROW,74467,Capped,2009,2015
0,517,EB-4,India,0,Capped,2009,2015
0,30,EB-4,China,0,Capped,2009,2015
2,9463,EB-4,ROW,45,Capped,2009,2015
0,58,EB-5,India,0,Capped,2009,2015
0,1449,EB-5,China,0,Capped,2009,2015
0,1731,EB-5,ROW,0,Capped,2009,2015
0,6376,EB-1,India,0,Capped,2010,2015
0,5474,EB-1,China,0,Capped,2010,2015
0,28227,EB-1,ROW,0,Capped,2010,2015
420,10126,EB-2,India,22411,Capped,2010,2015
243,5973,EB-2,China,8877,Capped,2010,2015
11,36959,EB-2,ROW,384,Capped,2010,2015
2376,3008,EB-3,India,84869,Capped,2010,2015
1050,3008,EB-3,China,27849,Capped,2010,2015
2645,36959,EB-3,ROW,67003,Capped,2010,2015
0,545,EB-4,India,0,Capped,2010,2015
0,38,EB-4,China,0,Capped,2010,2015
59,10086,EB-4,ROW,1195,Capped,2010,2015
0,96,EB-5,India,0,Capped,2010,2015
0,1436,EB-5,China,0,Capped,2010,2015
0,1951,EB-5,ROW,0,Capped,2010,2015
0,7573,EB-1,India,0,Capped,2011,2015
0,4994,EB-1,China,0,Capped,2011,2015
0,20152,EB-1,ROW,0,Capped,2011,2015
696,14026,EB-2,India,37933,Capped,2011,2015
192,8107,EB-2,China,7978,Capped,2011,2015
70,34262,EB-2,ROW,2862,Capped,2011,2015
2380,2789,EB-3,India,88240,Capped,2011,2015
1019,2789,EB-3,China,25897,Capped,2011,2015
2223,34262,EB-3,ROW,58132,Capped,2011,2015
5,174,EB-4,India,187,Capped,2011,2015
0,10,EB-4,China,11,Capped,2011,2015
273,6197,EB-4,ROW,4972,Capped,2011,2015
0,42,EB-5,India,0,Capped,2011,2015
0,2658,EB-5,China,0,Capped,2011,2015
0,1267,EB-5,ROW,0,Capped,2011,2015
0,8723,EB-1,India,0,Capped,2012,2015
0,5580,EB-1,China,0,Capped,2012,2015
0,20909,EB-1,ROW,0,Capped,2012,2015
943,12653,EB-2,India,53748,Capped,2012,2015
229,3266,EB-2,China,9738,Capped,2012,2015
82,35577,EB-2,ROW,3353,Capped,2012,2015
2341,2896,EB-3,India,88708,Capped,2012,2015
936,2896,EB-3,China,23870,Capped,2012,2015
1839,35577,EB-3,ROW,44823,Capped,2012,2015
19,325,EB-4,India,447,Capped,2012,2015
1,9,EB-4,China,20,Capped,2012,2015
562,7144,EB-4,ROW,11183,Capped,2012,2015
0,85,EB-5,India,0,Capped,2012,2015
0,7042,EB-5,China,0,Capped,2012,2015
0,1965,EB-5,ROW,0,Capped,2012,2015
0,11453,EB-1,India,0,Capped,2013,2015
0,6567,EB-1,China,0,Capped,2013,2015
0,22938,EB-1,ROW,0,Capped,2013,2015
1226,16698,EB-2,India,66212,Capped,2013,2015
287,3229,EB-2,China,11017,Capped,2013,2015
0,38682,EB-2,ROW,0,Capped,2013,2015
2460,3229,EB-3,India,88321,Capped,2013,2015
885,3229,EB-3,China,21650,Capped,2013,2015
1184,39665,EB-3,ROW,29642,Capped,2013,2015
40,275,EB-4,India,1224,Capped,2013,2015
2,16,EB-4,China,66,Capped,2013,2015
1323,6155,EB-4,ROW,24373,Capped,2013,2015
0,107,EB-5,India,0,Capped,2013,2015
0,7173,EB-5,China,0,Capped,2013,2015
0,1853,EB-5,ROW,0,Capped,2013,2015
2,15084,EB-1,India,119,Capped,2014,2015
2,7650,EB-1,China,69,Capped,2014,2015
0,23012,EB-1,ROW,0,Capped,2014,2015
1640,3030,EB-2,India,88231,Capped,2014,2015
356,3030,EB-2,China,12896,Capped,2014,2015
12,37229,EB-2,ROW,256,Capped,2014,2015
1916,3030,EB-3,India,88959,Capped,2014,2015
767,3030,EB-3,China,23202,Capped,2014,2015
696,37229,EB-3,ROW,17103,Capped,2014,2015
65,401,EB-4,India,1734,Capped,2014,2015
9,19,EB-4,China,109,Capped,2014,2015
1847,7869,EB-4,ROW,34873,Capped,2014,2015
0,338,EB-5,India,0,Capped,2014,2015
11,7788,EB-5,China,734,Capped,2014,2015
0,2620,EB-5,ROW,0,Capped,2014,2015
37,8745,EB-1,India,2611,Capped,2015,2015
22,5282,EB-1,China,1792,Capped,2015,2015
0,27143,EB-1,ROW,0,Capped,2015,2015
2206,2882,EB-2,India,116317,Capped,2015,2015
387,2882,EB-2,China,15870,Capped,2015,2015
65,35406,EB-2,ROW,2601,Capped,2015,2015
2085,2882,EB-3,India,91743,Capped,2015,2015
803,2882,EB-3,China,22311,Capped,2015,2015
374,35406,EB-3,ROW,9754,Capped,2015,2015
90,715,EB-4,India,2657,Capped,2015,2015
0,433,EB-4,China,0,Capped,2015,2015
2831,9073,EB-4,ROW,52703,Capped,2015,2015
1,715,EB-5,India,111,Capped,2015,2015
33,4865,EB-5,China,5217,Capped,2015,2015
0,4641,EB-5,ROW,0,Capped,2015,2015
45,8956,EB-1,India,6507,Capped,2016,2015
46,5157,EB-1,China,3970,Capped,2016,2015
22,26027,EB-1,ROW,1779,Capped,2016,2015
2774,2810,EB-2,India,159746,Capped,2016,2015
566,2810,EB-2,China,21087,Capped,2016,2015
271,34520,EB-2,ROW,9630,Capped,2016,2015
2200,2810,EB-3,India,98383,Capped,2016,2015
871,2810,EB-3,China,23353,Capped,2016,2015
451,34520,EB-3,ROW,11263,Capped,2016,2015
131,698,EB-4,India,3241,Capped,2016,2015
0,213,EB-4,China,0,Capped,2016,2015
4118,9054,EB-4,ROW,74734,Capped,2016,2015
2,698,EB-5,India,328,Capped,2016,2015
72,5046,EB-5,China,8617,Capped,2016,2015
0,4221,EB-5,ROW,0,Capped,2016,2015
97,11539,EB-1,India,10011,Capped,2017,2015
71,5979,EB-1,China,6054,Capped,2017,2015
80,22409,EB-1,ROW,5951,Capped,2017,2015
3475,2795,EB-2,India,196053,Capped,2017,2015
643,2795,EB-2,China,24958,Capped,2017,2015
326,34337,EB-2,ROW,12623,Capped,2017,2015
2375,2795,EB-3,India,103443,Capped,2017,2015
998,2795,EB-3,China,25385,Capped,2017,2015
518,34336,EB-3,ROW,13475,Capped,2017,2015
147,694,EB-4,India,3499,Capped,2017,2015
0,155,EB-4,China,0,Capped,2017,2015
4670,9063,EB-4,ROW,87377,Capped,2017,2015
6,694,EB-5,India,866,Capped,2017,2015
96,2636,EB-5,China,15474,Capped,2017,2015
0,6582,EB-5,ROW,0,Capped,2017,2015
115,11780,EB-1,India,12565,Capped,2018,2015
106,6140,EB-1,China,7452,Capped,2018,2015
95,21972,EB-1,ROW,7755,Capped,2018,2015
4086,2792,EB-2,India,229947,Capped,2018,2015
785,2792,EB-2,China,30254,Capped,2018,2015
402,34308,EB-2,ROW,16012,Capped,2018,2015
2484,2792,EB-3,India,107705,Capped,2018,2015
1128,2792,EB-3,China,27032,Capped,2018,2015
734,34308,EB-3,ROW,18916,Capped,2018,2015
152,693,EB-4,India,3596,Capped,2018,2015
0,107,EB-4,China,0,Capped,2018,2015
4920,9104,EB-4,ROW,90951,Capped,2018,2015
9,693,EB-5,India,1758,Capped,2018,2015
180,1098,EB-5,China,24233,Capped,2018,2015
0,8112,EB-5,ROW,0,Capped,2018,2015
121,9589,EB-1,India,15270,Capped,2019,2015
94,4819,EB-1,China,8765,Capped,2019,2015
75,25800,EB-1,ROW,5656,Capped,2019,2015
4661,2814,EB-2,India,267418,Capped,2019,2015
914,2814,EB-2,China,38216,Capped,2019,2015
505,34579,EB-2,ROW,19777,Capped,2019,2015
2312,2814,EB-3,India,115471,Capped,2019,2015
1052,2814,EB-3,China,28276,Capped,2019,2015
1092,34579,EB-3,ROW,28109,Capped,2019,2015
165,699,EB-4,India,3924,Capped,2019,2015
0,191,EB-4,China,0,Capped,2019,2015
6244,9092,EB-4,ROW,114268,Capped,2019,2015
9,699,EB-5,India,1932,Capped,2019,2015
173,6901,EB-5,China,23527,Capped,2019,2015
0,2382,EB-5,ROW,0,Capped,2019,2015
164,10941,EB-1,India,16799,Capped,2020,2015
114,4766,EB-1,China,9314,Capped,2020,2015
0,33231,EB-1,ROW,0,Capped,2020,2015
5056,2599,EB-2,India,296065,Capped,2020,2015
1168,3118,EB-2,China,46023,Capped,2020,2015
573,36369,EB-2,ROW,21034,Capped,2020,2015
2418,2946,EB-3,India,120607,Capped,2020,2015
1094,2946,EB-3,China,30164,Capped,2020,2015
1388,36193,EB-3,ROW,34338,Capped,2020,2015
165,731,EB-4,India,4443,Capped,2020,2015
0,190,EB-4,China,0,Capped,2020,2015
8003,9527,EB-4,ROW,151366,Capped,2020,2015
8,731,EB-5,India,1963,Capped,2020,2015
214,1189,EB-5,China,24503,Capped,2020,2015
0,1676,EB-5,ROW,0,Capped,2020,2015
121,30825,EB-1,India,11087,Capped,2021,2015
122,9118,EB-1,China,8282,Capped,2021,2015
0,18867,EB-1,ROW,0,Capped,2021,2015
5154,28246,EB-2,India,316012,Capped,2021,2015
1327,6091,EB-2,China,50970,Capped,2021,2015
735,25404,EB-2,ROW,28031,Capped,2021,2015
3484,21039,EB-3,India,155730,Capped,2021,2015
1366,3914,EB-3,China,36917,Capped,2021,2015
1623,35173,EB-3,ROW,41554,Capped,2021,2015
155,972,EB-4,India,4508,Capped,2021,2015
0,75,EB-4,China,0,Capped,2021,2015
8652,12834,EB-4,ROW,164647,Capped,2021,2015
9,972,EB-5,India,1906,Capped,2021,2015
297,972,EB-5,China,25243,Capped,2021,2015
2,1005,EB-5,ROW,255,Capped,2021,2015
108,20381,EB-1,India,10672,Capped,2022,2015
92,11425,EB-1,China,7057,Capped,2022,2015
0,22331,EB-1,ROW,0,Capped,2022,2015
5446,59432,EB-2,India,329600,Capped,2022,2015
1355,8523,EB-2,China,54778,Capped,2022,2015
832,41355,EB-2,ROW,32120,Capped,2022,2015
3682,13919,EB-3,India,162491,Capped,2022,2015
1379,5510,EB-3,China,36421,Capped,2022,2015
1665,61946,EB-3,ROW,42909,Capped,2022,2015
198,1368,EB-4,India,5273,Capped,2022,2015
0,168,EB-4,China,0,Capped,2022,2015
9446,18007,EB-4,ROW,184169,Capped,2022,2015
13,1368,EB-5,India,1473,Capped,2022,2015
253,8419,EB-5,China,21822,Capped,2022,2015
0,1098,EB-5,ROW,0,Capped,2022,2015
139,15314,EB-1,India,15157,Capped,2023,2015
98,9636,EB-1,China,9513,Capped,2023,2015
0,30514,EB-1,ROW,0,Capped,2023,2015
6044,3882,EB-2,India,361285,Capped,2023,2015
1589,3882,EB-2,China,63422,Capped,2023,2015
941,47699,EB-2,ROW,39585,Capped,2023,2015
4049,3882,EB-3,India,169424,Capped,2023,2015
1406,3882,EB-3,China,36239,Capped,2023,2015
2299,47699,EB-3,ROW,59032,Capped,2023,2015
268,964,EB-4,India,6219,Capped,2023,2015
0,148,EB-4,China,0,Capped,2023,2015
12208,12657,EB-4,ROW,231477,Capped,2023,2015
8,964,EB-5,India,1440,Capped,2023,2015
250,11310,EB-5,China,18193,Capped,2023,2015
0,1495,EB-5,ROW,0,Capped,2023,2015
161,12339,EB-1,India,18717,Capped,2024,2015
172,5679,EB-1,China,12898,Capped,2024,2015
0,29857,EB-1,ROW,0,Capped,2024,2015
6426,3351,EB-2,India,392328,Capped,2024,2015
1845,3351,EB-2,China,71864,Capped,2024,2015
1137,41173,EB-2,ROW,43620,Capped,2024,2015
4291,3351,EB-3,India,173833,Capped,2024,2015
1504,3351,EB-3,China,40104,Capped,2024,2015
2920,41172,EB-3,ROW,74336,Capped,2024,2015
291,832,EB-4,India,7159,Capped,2024,2015
0,329,EB-4,China,0,Capped,2024,2015
15381,10724,EB-4,ROW,293870,Capped,2024,2015
15,832,EB-5,India,2152,Capped,2024,2015
248,7164,EB-5,China,17879,Capped,2024,2015
0,3889,EB-5,ROW,0,Capped,2024,2015
0,5428,EB-1,India,0,Uncapped,2009,2016
0,4455,EB-1,China,0,Uncapped,2009,2016
0,29420,EB-1,ROW,0,Uncapped,2009,2016
199,9525,EB-2,India,11928,Uncapped,2009,2016
245,5545,EB-2,China,8986,Uncapped,2009,2016
0,33086,EB-2,ROW,0,Uncapped,2009,2016
2223,2304,EB-3,India,81491,Uncapped,2009,2016
1202,1077,EB-3,China,29704,Uncapped,2009,2016
2896,36941,EB-3,ROW,74800,Uncapped,2009,2016
0,483,EB-4,India,0,Uncapped,2009,2016
0,47,EB-4,China,0,Uncapped,2009,2016
0,9480,EB-4,ROW,11,Uncapped,2009,2016
0,61,EB-5,India,0,Uncapped,2009,2016
0,1385,EB-5,China,0,Uncapped,2009,2016
0,1750,EB-5,ROW,0,Uncapped,2009,2016
0,6410,EB-1,India,0,Uncapped,2010,2016
0,5566,EB-1,China,0,Uncapped,2010,2016
0,27692,EB-1,ROW,0,Uncapped,2010,2016
410,10548,EB-2,India,22251,Uncapped,2010,2016
240,5970,EB-2,China,9017,Uncapped,2010,2016
11,36959,EB-2,ROW,521,Uncapped,2010,2016
2352,3008,EB-3,India,84522,Uncapped,2010,2016
1125,3008,EB-3,China,27687,Uncapped,2010,2016
2581,36959,EB-3,ROW,67575,Uncapped,2010,2016
0,582,EB-4,India,0,Uncapped,2010,2016
0,17,EB-4,China,0,Uncapped,2010,2016
62,10070,EB-4,ROW,1125,Uncapped,2010,2016
0,119,EB-5,India,0,Uncapped,2010,2016
0,1330,EB-5,China,0,Uncapped,2010,2016
0,2024,EB-5,ROW,0,Uncapped,2010,2016
0,7372,EB-1,India,0,Uncapped,2011,2016
0,5205,EB-1,China,0,Uncapped,2011,2016
0,20154,EB-1,ROW,0,Uncapped,2011,2016
666,13924,EB-2,India,37891,Uncapped,2011,2016
193,8267,EB-2,China,7961,Uncapped,2011,2016
80,34262,EB-2,ROW,2833,Uncapped,2011,2016
2401,2789,EB-3,India,87962,Uncapped,2011,2016
1011,2789,EB-3,China,25827,Uncapped,2011,2016
2353,34262,EB-3,ROW,58367,Uncapped,2011,2016
8,122,EB-4,India,192,Uncapped,2011,2016
0,2,EB-4,China,12,Uncapped,2011,2016
272,6257,EB-4,ROW,4906,Uncapped,2011,2016
0,47,EB-5,India,0,Uncapped,2011,2016
0,2644,EB-5,China,0,Uncapped,2011,2016
0,1206,EB-5,ROW,0,Uncapped,2011,2016
0,8837,EB-1,India,0,Uncapped,2012,2016
0,5462,EB-1,China,0,Uncapped,2012,2016
0,21032,EB-1,ROW,0,Uncapped,2012,2016
974,12728,EB-2,India,53666,Uncapped,2012,2016
231,3207,EB-2,China,9839,Uncapped,2012,2016
75,35577,EB-2,ROW,3243,Uncapped,2012,2016
2421,2896,EB-3,India,88382,Uncapped,2012,2016
922,2896,EB-3,China,23771,Uncapped,2012,2016
1811,35577,EB-3,ROW,45028,Uncapped,2012,2016
16,306,EB-4,India,465,Uncapped,2012,2016
0,20,EB-4,China,29,Uncapped,2012,2016
592,7152,EB-4,ROW,11111,Uncapped,2012,2016
0,94,EB-5,India,0,Uncapped,2012,2016
0,7075,EB-5,China,0,Uncapped,2012,2016
0,1788,EB-5,ROW,0,Uncapped,2012,2016
0,11063,EB-1,India,0,Uncapped,2013,2016
0,6732,EB-1,China,0,Uncapped,2013,2016
0,23478,EB-1,ROW,0,Uncapped,2013,2016
1205,16374,EB-2,India,66222,Uncapped,2013,2016
307,3229,EB-2,China,11122,Uncapped,2013,2016
0,38754,EB-2,ROW,0,Uncapped,2013,2016
2407,3229,EB-3,India,87974,Uncapped,2013,2016
843,3229,EB-3,China,21669,Uncapped,2013,2016
1189,39665,EB-3,ROW,29910,Uncapped,2013,2016
43,300,EB-4,India,1298,Uncapped,2013,2016
4,13,EB-4,China,60,Uncapped,2013,2016
1337,6133,EB-4,ROW,24220,Uncapped,2013,2016
0,130,EB-5,India,0,Uncapped,2013,2016
0,7250,EB-5,China,0,Uncapped,2013,2016
0,1690,EB-5,ROW,0,Uncapped,2013,2016
0,14923,EB-1,India,119,Uncapped,2014,2016
2,7896,EB-1,China,87,Uncapped,2014,2016
0,22927,EB-1,ROW,0,Uncapped,2014,2016
1627,3030,EB-2,India,88298,Uncapped,2014,2016
306,3030,EB-2,China,12941,Uncapped,2014,2016
3,37229,EB-2,ROW,133,Uncapped,2014,2016
1905,3030,EB-3,India,88522,Uncapped,2014,2016
725,3030,EB-3,China,23296,Uncapped,2014,2016
685,37229,EB-3,ROW,17487,Uncapped,2014,2016
59,373,EB-4,India,1818,Uncapped,2014,2016
4,26,EB-4,China,103,Uncapped,2014,2016
1844,7890,EB-4,ROW,34744,Uncapped,2014,2016
0,369,EB-5,India,0,Uncapped,2014,2016
4,7865,EB-5,China,781,Uncapped,2014,2016
0,2512,EB-5,ROW,0,Uncapped,2014,2016
29,8229,EB-1,India,2703,Uncapped,2015,2016
