annual_principal_exits,annual_visas,category,nationality,principal_backlog,scenario,year,seed
166,731,EB-4,India,4396,Uncapped,2020,2059
0,200,EB-4,China,0,Uncapped,2020,2059
8058,9517,EB-4,ROW,151674,Uncapped,2020,2059
18,731,EB-5,India,2007,Uncapped,2020,2059
221,1288,EB-5,China,24473,Uncapped,2020,2059
0,1577,EB-5,ROW,0,Uncapped,2020,2059
99,30825,EB-1,India,11580,Uncapped,2021,2059
109,9118,EB-1,China,8163,Uncapped,2021,2059
0,18910,EB-1,ROW,0,Uncapped,2021,2059
5398,28246,EB-2,India,316362,Uncapped,2021,2059
1287,6091,EB-2,China,50791,Uncapped,2021,2059
769,25404,EB-2,ROW,28420,Uncapped,2021,2059
3639,20996,EB-3,India,156186,Uncapped,2021,2059
1371,3914,EB-3,China,36437,Uncapped,2021,2059
1607,35173,EB-3,ROW,41262,Uncapped,2021,2059
194,972,EB-4,India,4465,Uncapped,2021,2059
0,81,EB-4,China,0,Uncapped,2021,2059
8476,12828,EB-4,ROW,165222,Uncapped,2021,2059
13,972,EB-5,India,1968,Uncapped,2021,2059
243,972,EB-5,China,25288,Uncapped,2021,2059
1,1005,EB-5,ROW,202,Uncapped,2021,2059
110,20124,EB-1,India,11238,Uncapped,2022,2059
96,11425,EB-1,China,6804,Uncapped,2022,2059
0,22588,EB-1,ROW,0,Uncapped,2022,2059
5529,59432,EB-2,India,329793,Uncapped,2022,2059
1336,8523,EB-2,China,54687,Uncapped,2022,2059
851,41355,EB-2,ROW,32460,Uncapped,2022,2059
3788,13919,EB-3,India,162802,Uncapped,2022,2059
1427,5510,EB-3,China,36008,Uncapped,2022,2059
1703,61946,EB-3,ROW,42410,Uncapped,2022,2059
194,1368,EB-4,India,5189,Uncapped,2022,2059
0,184,EB-4,China,0,Uncapped,2022,2059
9578,17991,EB-4,ROW,184650,Uncapped,2022,2059
10,1368,EB-5,India,1526,Uncapped,2022,2059
239,8584,EB-5,China,21893,Uncapped,2022,2059
0,933,EB-5,ROW,0,Uncapped,2022,2059
132,15324,EB-1,India,15518,Uncapped,2023,2059
126,8907,EB-1,China,9450,Uncapped,2023,2059
0,31233,EB-1,ROW,0,Uncapped,2023,2059
5961,3882,EB-2,India,361570,Uncapped,2023,2059
1559,3882,EB-2,China,63343,Uncapped,2023,2059
973,47699,EB-2,ROW,39895,Uncapped,2023,2059
3989,3882,EB-3,India,169555,Uncapped,2023,2059
1360,3882,EB-3,China,36029,Uncapped,2023,2059
2350,47699,EB-3,ROW,58604,Uncapped,2023,2059
258,964,EB-4,India,6169,Uncapped,2023,2059
0,161,EB-4,China,0,Uncapped,2023,2059
12226,12644,EB-4,ROW,231909,Uncapped,2023,2059
11,964,EB-5,India,1529,Uncapped,2023,2059
238,11169,EB-5,China,18228,Uncapped,2023,2059
0,1636,EB-5,ROW,0,Uncapped,2023,2059
165,12320,EB-1,India,19037,Uncapped,2024,2059
152,5405,EB-1,China,12878,Uncapped,2024,2059
0,30150,EB-1,ROW,0,Uncapped,2024,2059
6382,3351,EB-2,India,392532,Uncapped,2024,2059
1790,3351,EB-2,China,71771,Uncapped,2024,2059
1133,41173,EB-2,ROW,44117,Uncapped,2024,2059
4210,3351,EB-3,India,174019,Uncapped,2024,2059
1543,3351,EB-3,China,40002,Uncapped,2024,2059
2974,41172,EB-3,ROW,73736,Uncapped,2024,2059
310,832,EB-4,India,7120,Uncapped,2024,2059
0,289,EB-4,China,0,Uncapped,2024,2059
15263,10764,EB-4,ROW,294397,Uncapped,2024,2059
16,832,EB-5,India,2193,Uncapped,2024,2059
253,7022,EB-5,China,17974,Uncapped,2024,2059
0,4031,EB-5,ROW,0,Uncapped,2024,2059
0,5506,EB-1,India,0,Capped,2009,2059
0,4379,EB-1,China,0,Capped,2009,2059
0,29388,EB-1,ROW,0,Capped,2009,2059
218,9477,EB-2,India,11811,Capped,2009,2059
206,5795,EB-2,China,9114,Capped,2009,2059
0,33033,EB-2,ROW,0,Capped,2009,2059
2209,2304,EB-3,India,81890,Capped,2009,2059
1179,1077,EB-3,China,29402,Capped,2009,2059
2895,36941,EB-3,ROW,74608,Capped,2009,2059
0,406,EB-4,India,0,Capped,2009,2059
0,20,EB-4,China,0,Capped,2009,2059
0,9515,EB-4,ROW,0,Capped,2009,2059
0,48,EB-5,India,0,Capped,2009,2059
0,1410,EB-5,China,0,Capped,2009,2059
0,1688,EB-5,ROW,0,Capped,2009,2059
0,6499,EB-1,India,0,Capped,2010,2059
0,5460,EB-1,China,0,Capped,2010,2059
0,28144,EB-1,ROW,0,Capped,2010,2059
410,10129,EB-2,India,22278,Capped,2010,2059
240,5908,EB-2,China,9140,Capped,2010,2059
9,36959,EB-2,ROW,469,Capped,2010,2059
2261,3008,EB-3,India,84950,Capped,2010,2059
1073,3008,EB-3,China,27358,Capped,2010,2059
2578,36959,EB-3,ROW,67433,Capped,2010,2059
0,574,EB-4,India,0,Capped,2010,2059
0,12,EB-4,China,0,Capped,2010,2059
58,10083,EB-4,ROW,1166,Capped,2010,2059
0,105,EB-5,India,0,Capped,2010,2059
0,1303,EB-5,China,0,Capped,2010,2059
0,2111,EB-5,ROW,0,Capped,2010,2059
0,7493,EB-1,India,0,Capped,2011,2059
0,4946,EB-1,China,0,Capped,2011,2059
0,20350,EB-1,ROW,0,Capped,2011,2059
711,13813,EB-2,India,38045,Capped,2011,2059
215,8273,EB-2,China,8004,Capped,2011,2059
78,34262,EB-2,ROW,2851,Capped,2011,2059
2426,2789,EB-3,India,88353,Capped,2011,2059
1010,2789,EB-3,China,25435,Capped,2011,2059
2271,34262,EB-3,ROW,58414,Capped,2011,2059
8,143,EB-4,India,185,Capped,2011,2059
0,3,EB-4,China,8,Capped,2011,2059
277,6235,EB-4,ROW,5020,Capped,2011,2059
0,47,EB-5,India,0,Capped,2011,2059
0,2533,EB-5,China,0,Capped,2011,2059
0,1364,EB-5,ROW,0,Capped,2011,2059
0,8792,EB-1,India,0,Capped,2012,2059
0,5556,EB-1,China,0,Capped,2012,2059
0,20864,EB-1,ROW,0,Capped,2012,2059
999,12503,EB-2,India,53858,Capped,2012,2059
266,3484,EB-2,China,9764,Capped,2012,2059
81,35577,EB-2,ROW,3131,Capped,2012,2059
2494,2896,EB-3,India,88859,Capped,2012,2059
878,2896,EB-3,China,23392,Capped,2012,2059
1803,35577,EB-3,ROW,44808,Capped,2012,2059
22,308,EB-4,India,490,Capped,2012,2059
2,16,EB-4,China,17,Capped,2012,2059
619,7154,EB-4,ROW,11173,Capped,2012,2059
0,96,EB-5,India,0,Capped,2012,2059
0,7010,EB-5,China,0,Capped,2012,2059
0,1918,EB-5,ROW,0,Capped,2012,2059
0,11137,EB-1,India,0,Capped,2013,2059
0,6763,EB-1,China,0,Capped,2013,2059
0,23443,EB-1,ROW,0,Capped,2013,2059
1135,16933,EB-2,India,66409,Capped,2013,2059
277,3229,EB-2,China,10972,Capped,2013,2059
0,38120,EB-2,ROW,0,Capped,2013,2059
2363,3229,EB-3,India,88444,Capped,2013,2059
892,3229,EB-3,China,21135,Capped,2013,2059
1211,39665,EB-3,ROW,29708,Capped,2013,2059
39,308,EB-4,India,1245,Capped,2013,2059
4,19,EB-4,China,56,Capped,2013,2059
1292,6119,EB-4,ROW,24395,Capped,2013,2059
0,74,EB-5,India,0,Capped,2013,2059
0,7214,EB-5,China,0,Capped,2013,2059
0,1787,EB-5,ROW,0,Capped,2013,2059
2,14876,EB-1,India,169,Capped,2014,2059
1,7558,EB-1,China,91,Capped,2014,2059
0,23312,EB-1,ROW,0,Capped,2014,2059
1547,3030,EB-2,India,88535,Capped,2014,2059
355,3030,EB-2,China,12831,Capped,2014,2059
8,37229,EB-2,ROW,384,Capped,2014,2059
1899,3030,EB-3,India,89068,Capped,2014,2059
764,3030,EB-3,China,22685,Capped,2014,2059
653,37229,EB-3,ROW,17157,Capped,2014,2059
61,389,EB-4,India,1697,Capped,2014,2059
4,12,EB-4,China,94,Capped,2014,2059
1774,7888,EB-4,ROW,35036,Capped,2014,2059
0,330,EB-5,India,0,Capped,2014,2059
3,7700,EB-5,China,789,Capped,2014,2059
0,2716,EB-5,ROW,0,Capped,2014,2059
18,8653,EB-1,India,2697,Capped,2015,2059
32,5113,EB-1,China,1821,Capped,2015,2059
0,27404,EB-1,ROW,0,Capped,2015,2059
2147,2882,EB-2,India,116697,Capped,2015,2059
412,2882,EB-2,China,15888,Capped,2015,2059
79,35406,EB-2,ROW,2765,Capped,2015,2059
2033,2882,EB-3,India,92100,Capped,2015,2059
747,2882,EB-3,China,21759,Capped,2015,2059
405,35406,EB-3,ROW,9680,Capped,2015,2059
109,715,EB-4,India,2497,Capped,2015,2059
0,408,EB-4,China,0,Capped,2015,2059
2754,9098,EB-4,ROW,53070,Capped,2015,2059
0,715,EB-5,India,114,Capped,2015,2059
29,4897,EB-5,China,5290,Capped,2015,2059
0,4609,EB-5,ROW,0,Capped,2015,2059
41,9022,EB-1,India,6670,Capped,2016,2059
61,5091,EB-1,China,4023,Capped,2016,2059
14,26027,EB-1,ROW,1698,Capped,2016,2059
2751,2810,EB-2,India,160322,Capped,2016,2059
551,2810,EB-2,China,20985,Capped,2016,2059
231,34520,EB-2,ROW,9824,Capped,2016,2059
2161,2810,EB-3,India,98547,Capped,2016,2059
851,2810,EB-3,China,22899,Capped,2016,2059
459,34520,EB-3,ROW,11171,Capped,2016,2059
100,698,EB-4,India,3086,Capped,2016,2059
0,237,EB-4,China,0,Capped,2016,2059
4093,9030,EB-4,ROW,75151,Capped,2016,2059
3,698,EB-5,India,286,Capped,2016,2059
68,5060,EB-5,China,8757,Capped,2016,2059
0,4207,EB-5,ROW,0,Capped,2016,2059
97,11553,EB-1,India,10206,Capped,2017,2059
82,5965,EB-1,China,5875,Capped,2017,2059
72,22409,EB-1,ROW,6145,Capped,2017,2059
3361,2795,EB-2,India,196646,Capped,2017,2059
655,2795,EB-2,China,24932,Capped,2017,2059
341,34337,EB-2,ROW,12897,Capped,2017,2059
2339,2795,EB-3,India,103626,Capped,2017,2059
979,2795,EB-3,China,25077,Capped,2017,2059
503,34336,EB-3,ROW,13155,Capped,2017,2059
137,694,EB-4,India,3382,Capped,2017,2059
0,185,EB-4,China,0,Capped,2017,2059
4692,9033,EB-4,ROW,87755,Capped,2017,2059
6,694,EB-5,India,851,Capped,2017,2059
121,2767,EB-5,China,15543,Capped,2017,2059
0,6451,EB-5,ROW,0,Capped,2017,2059
113,11934,EB-1,India,12686,Capped,2018,2059
81,5986,EB-1,China,7426,Capped,2018,2059
95,21972,EB-1,ROW,7926,Capped,2018,2059
4022,2792,EB-2,India,230520,Capped,2018,2059
775,2792,EB-2,China,30425,Capped,2018,2059
416,34308,EB-2,ROW,16117,Capped,2018,2059
2524,2792,EB-3,India,108014,Capped,2018,2059
1081,2792,EB-3,China,26726,Capped,2018,2059
734,34308,EB-3,ROW,18673,Capped,2018,2059
150,693,EB-4,India,3499,Capped,2018,2059
0,113,EB-4,China,0,Capped,2018,2059
4938,9098,EB-4,ROW,91308,Capped,2018,2059
16,693,EB-5,India,1842,Capped,2018,2059
176,954,EB-5,China,24242,Capped,2018,2059
0,8256,EB-5,ROW,0,Capped,2018,2059
122,9778,EB-1,India,15332,Capped,2019,2059
126,4630,EB-1,China,8749,Capped,2019,2059
77,25800,EB-1,ROW,5878,Capped,2019,2059
4645,2814,EB-2,India,267938,Capped,2019,2059
1028,2814,EB-2,China,38182,Capped,2019,2059
522,34579,EB-2,ROW,20081,Capped,2019,2059
2223,2814,EB-3,India,115614,Capped,2019,2059
1049,2814,EB-3,China,28012,Capped,2019,2059
1077,34579,EB-3,ROW,28027,Capped,2019,2059
159,699,EB-4,India,3890,Capped,2019,2059
0,182,EB-4,China,0,Capped,2019,2059
6251,9101,EB-4,ROW,114536,Capped,2019,2059
4,699,EB-5,India,1962,Capped,2019,2059
169,7072,EB-5,China,23575,Capped,2019,2059
0,2211,EB-5,ROW,0,Capped,2019,2059
165,10360,EB-1,India,17145,Capped,2020,2059
116,4766,EB-1,China,9292,Capped,2020,2059
0,33812,EB-1,ROW,0,Capped,2020,2059
5131,2599,EB-2,India,296636,Capped,2020,2059
1141,3118,EB-2,China,45854,Capped,2020,2059
544,36369,EB-2,ROW,21315,Capped,2020,2059
2380,2946,EB-3,India,120867,Capped,2020,2059
1126,2946,EB-3,China,29784,Capped,2020,2059
1309,36193,EB-3,ROW,34299,Capped,2020,2059
166,731,EB-4,India,4396,Capped,2020,2059
0,200,EB-4,China,0,Capped,2020,2059
8058,9517,EB-4,ROW,151674,Capped,2020,2059
18,731,EB-5,India,2007,Capped,2020,2059
221,1288,EB-5,China,24473,Capped,2020,2059
0,1577,EB-5,ROW,0,Capped,2020,2059
99,30825,EB-1,India,11580,Capped,2021,2059
109,9118,EB-1,China,8163,Capped,2021,2059
0,18910,EB-1,ROW,0,Capped,2021,2059
5398,28246,EB-2,India,316362,Capped,2021,2059
1287,6091,EB-2,China,50791,Capped,2021,2059
769,25404,EB-2,ROW,28420,Capped,2021,2059
3639,20996,EB-3,India,156186,Capped,2021,2059
1371,3914,EB-3,China,36437,Capped,2021,2059
1607,35173,EB-3,ROW,41262,Capped,2021,2059
194,972,EB-4,India,4465,Capped,2021,2059
0,81,EB-4,China,0,Capped,2021,2059
8476,12828,EB-4,ROW,165222,Capped,2021,2059
13,972,EB-5,India,1968,Capped,2021,2059
243,972,EB-5,China,25288,Capped,2021,2059
1,1005,EB-5,ROW,202,Capped,2021,2059
110,20124,EB-1,India,11238,Capped,2022,2059
96,11425,EB-1,China,6804,Capped,2022,2059
0,22588,EB-1,ROW,0,Capped,2022,2059
5529,59432,EB-2,India,329793,Capped,2022,2059
1336,8523,EB-2,China,54687,Capped,2022,2059
851,41355,EB-2,ROW,32460,Capped,2022,2059
3788,13919,EB-3,India,162802,Capped,2022,2059
1427,5510,EB-3,China,36008,Capped,2022,2059
1703,61946,EB-3,ROW,42410,Capped,2022,2059
194,1368,EB-4,India,5189,Capped,2022,2059
0,184,EB-4,China,0,Capped,2022,2059
9578,17991,EB-4,ROW,184650,Capped,2022,2059
10,1368,EB-5,India,1526,Capped,2022,2059
239,8584,EB-5,China,21893,Capped,2022,2059
0,933,EB-5,ROW,0,Capped,2022,2059
132,15324,EB-1,India,15518,Capped,2023,2059
126,8907,EB-1,China,9450,Capped,2023,2059
0,31233,EB-1,ROW,0,Capped,2023,2059
5961,3882,EB-2,India,361570,Capped,2023,2059
1559,3882,EB-2,China,63343,Capped,2023,2059
973,47699,EB-2,ROW,39895,Capped,2023,2059
3989,3882,EB-3,India,169555,Capped,2023,2059
1360,3882,EB-3,China,36029,Capped,2023,2059
2350,47699,EB-3,ROW,58604,Capped,2023,2059
258,964,EB-4,India,6169,Capped,2023,2059
0,161,EB-4,China,0,Capped,2023,2059
12226,12644,EB-4,ROW,231909,Capped,2023,2059
11,964,EB-5,India,1529,Capped,2023,2059
238,11169,EB-5,China,18228,Capped,2023,2059
0,1636,EB-5,ROW,0,Capped,2023,2059
165,12320,EB-1,India,19037,Capped,2024,2059
152,5405,EB-1,China,12878,Capped,2024,2059
0,30150,EB-1,ROW,0,Capped,2024,2059
6382,3351,EB-2,India,392532,Capped,2024,2059
1790,3351,EB-2,China,71771,Capped,2024,2059
1133,41173,EB-2,ROW,44117,Capped,2024,2059
4210,3351,EB-3,India,174019,Capped,2024,2059
1543,3351,EB-3,China,40002,Capped,2024,2059
2974,41172,EB-3,ROW,73736,Capped,2024,2059
310,832,EB-4,India,7120,Capped,2024,2059
0,289,EB-4,China,0,Capped,2024,2059
15263,10764,EB-4,ROW,294397,Capped,2024,2059
16,832,EB-5,India,2193,Capped,2024,2059
253,7022,EB-5,China,17974,Capped,2024,2059
0,4031,EB-5,ROW,0,Capped,2024,2059
0,5301,EB-1,India,0,Uncapped,2009,2060
0,4390,EB-1,China,0,Uncapped,2009,2060
0,29585,EB-1,ROW,0,Uncapped,2009,2060
220,9395,EB-2,India,11811,Uncapped,2009,2060
239,5681,EB-2,China,9108,Uncapped,2009,2060
0,33091,EB-2,ROW,0,Uncapped,2009,2060
2189,2304,EB-3,India,81320,Uncapped,2009,2060
1219,1077,EB-3,China,29935,Uncapped,2009,2060
2795,36941,EB-3,ROW,74669,Uncapped,2009,2060
0,495,EB-4,India,0,Uncapped,2009,2060
0,28,EB-4,China,0,Uncapped,2009,2060
1,9487,EB-4,ROW,48,Uncapped,2009,2060
0,61,EB-5,India,0,Uncapped,2009,2060
0,1360,EB-5,China,0,Uncapped,2009,2060
0,1791,EB-5,ROW,0,Uncapped,2009,2060
0,6243,EB-1,India,0,Uncapped,2010,2060
0,5671,EB-1,China,0,Uncapped,2010,2060
0,27968,EB-1,ROW,0,Uncapped,2010,2060
390,10112,EB-2,India,22316,Uncapped,2010,2060
232,6158,EB-2,China,9037,Uncapped,2010,2060
16,36959,EB-2,ROW,495,Uncapped,2010,2060
2299,3008,EB-3,India,84511,Uncapped,2010,2060
1158,3008,EB-3,China,27934,Uncapped,2010,2060
2558,36959,EB-3,ROW,67218,Uncapped,2010,2060
0,555,EB-4,India,0,Uncapped,2010,2060
0,19,EB-4,China,0,Uncapped,2010,2060
53,10095,EB-4,ROW,1158,Uncapped,2010,2060
0,119,EB-5,India,0,Uncapped,2010,2060
0,1357,EB-5,China,0,Uncapped,2010,2060
0,2031,EB-5,ROW,0,Uncapped,2010,2060
0,7483,EB-1,India,0,Uncapped,2011,2060
0,4886,EB-1,China,0,Uncapped,2011,2060
0,20144,EB-1,ROW,0,Uncapped,2011,2060
692,14145,EB-2,India,37818,Uncapped,2011,2060
208,8279,EB-2,China,7975,Uncapped,2011,2060
86,34262,EB-2,ROW,2885,Uncapped,2011,2060
2408,2789,EB-3,India,87838,Uncapped,2011,2060
1008,2789,EB-3,China,26041,Uncapped,2011,2060
2378,34262,EB-3,ROW,58282,Uncapped,2011,2060
2,133,EB-4,India,177,Uncapped,2011,2060
1,2,EB-4,China,10,Uncapped,2011,2060
280,6246,EB-4,ROW,4951,Uncapped,2011,2060
0,39,EB-5,India,0,Uncapped,2011,2060
0,2632,EB-5,China,0,Uncapped,2011,2060
0,1211,EB-5,ROW,0,Uncapped,2011,2060
0,8650,EB-1,India,0,Uncapped,2012,2060
0,5386,EB-1,China,0,Uncapped,2012,2060
0,21069,EB-1,ROW,0,Uncapped,2012,2060
918,12730,EB-2,India,53546,Uncapped,2012,2060
240,3348,EB-2,China,9756,Uncapped,2012,2060
101,35577,EB-2,ROW,3321,Uncapped,2012,2060
2351,2896,EB-3,India,88341,Uncapped,2012,2060
876,2896,EB-3,China,23977,Uncapped,2012,2060
1812,35577,EB-3,ROW,44919,Uncapped,2012,2060
26,300,EB-4,India,476,Uncapped,2012,2060
1,12,EB-4,China,20,Uncapped,2012,2060
552,7166,EB-4,ROW,11179,Uncapped,2012,2060
0,84,EB-5,India,0,Uncapped,2012,2060
0,7126,EB-5,China,0,Uncapped,2012,2060
0,1830,EB-5,ROW,0,Uncapped,2012,2060
0,11205,EB-1,India,0,Uncapped,2013,2060
0,6667,EB-1,China,0,Uncapped,2013,2060
0,23271,EB-1,ROW,0,Uncapped,2013,2060
1193,16121,EB-2,India,66134,Uncapped,2013,2060
273,3229,EB-2,China,11019,Uncapped,2013,2060
0,39066,EB-2,ROW,0,Uncapped,2013,2060
2339,3229,EB-3,India,88008,Uncapped,2013,2060
904,3229,EB-3,China,21793,Uncapped,2013,2060
1078,39665,EB-3,ROW,29795,Uncapped,2013,2060
29,245,EB-4,India,1242,Uncapped,2013,2060
5,6,EB-4,China,61,Uncapped,2013,2060
1264,6195,EB-4,ROW,24405,Uncapped,2013,2060
0,92,EB-5,India,0,Uncapped,2013,2060
0,7284,EB-5,China,0,Uncapped,2013,2060
0,1765,EB-5,ROW,0,Uncapped,2013,2060
0,14986,EB-1,India,157,Uncapped,2014,2060
1,7893,EB-1,China,70,Uncapped,2014,2060
0,22867,EB-1,ROW,0,Uncapped,2014,2060
1618,3030,EB-2,India,88121,Uncapped,2014,2060
324,3030,EB-2,China,12928,Uncapped,2014,2060
5,37229,EB-2,ROW,320,Uncapped,2014,2060
1945,3030,EB-3,India,88664,Uncapped,2014,2060
747,3030,EB-3,China,23303,Uncapped,2014,2060
631,37229,EB-3,ROW,17353,Uncapped,2014,2060
55,478,EB-4,India,1734,Uncapped,2014,2060
8,10,EB-4,China,88,Uncapped,2014,2060
1787,7801,EB-4,ROW,34927,Uncapped,2014,2060
0,352,EB-5,India,0,Uncapped,2014,2060
2,7792,EB-5,China,806,Uncapped,2014,2060
0,2602,EB-5,ROW,0,Uncapped,2014,2060
14,8801,EB-1,India,2642,Uncapped,2015,2060
23,5273,EB-1,China,1823,Uncapped,2015,2060
0,27096,EB-1,ROW,0,Uncapped,2015,2060
2129,2882,EB-2,India,116099,Uncapped,2015,2060
442,2882,EB-2,China,16010,Uncapped,2015,2060
75,35406,EB-2,ROW,2790,Uncapped,2015,2060
2058,2882,EB-3,India,91628,Uncapped,2015,2060
828,2882,EB-3,China,22329,Uncapped,2015,2060
386,35406,EB-3,ROW,9995,Uncapped,2015,2060
99,715,EB-4,India,2716,Uncapped,2015,2060
0,413,EB-4,China,0,Uncapped,2015,2060
2803,9093,EB-4,ROW,52752,Uncapped,2015,2060
0,715,EB-5,India,99,Uncapped,2015,2060
33,4771,EB-5,China,5319,Uncapped,2015,2060
0,4735,EB-5,ROW,0,Uncapped,2015,2060
60,9056,EB-1,India,6588,Uncapped,2016,2060
50,5057,EB-1,China,3943,Uncapped,2016,2060
21,26027,EB-1,ROW,1803,Uncapped,2016,2060
2752,2810,EB-2,India,159442,Uncapped,2016,2060
539,2810,EB-2,China,21229,Uncapped,2016,2060
256,34520,EB-2,ROW,9862,Uncapped,2016,2060
2200,2810,EB-3,India,98103,Uncapped,2016,2060
872,2810,EB-3,China,23412,Uncapped,2016,2060
441,34520,EB-3,ROW,11542,Uncapped,2016,2060
141,698,EB-4,India,3302,Uncapped,2016,2060
0,207,EB-4,China,0,Uncapped,2016,2060
4069,9060,EB-4,ROW,74774,Uncapped,2016,2060
0,698,EB-5,India,254,Uncapped,2016,2060
65,5026,EB-5,China,8803,Uncapped,2016,2060
0,4241,EB-5,ROW,0,Uncapped,2016,2060
103,11615,EB-1,India,10284,Uncapped,2017,2060
63,5903,EB-1,China,5880,Uncapped,2017,2060
85,22409,EB-1,ROW,5924,Uncapped,2017,2060
3439,2795,EB-2,India,195744,Uncapped,2017,2060
625,2795,EB-2,China,25291,Uncapped,2017,2060
323,34337,EB-2,ROW,12774,Uncapped,2017,2060
2454,2795,EB-3,India,103075,Uncapped,2017,2060
1017,2795,EB-3,China,25404,Uncapped,2017,2060
564,34336,EB-3,ROW,13680,Uncapped,2017,2060
121,694,EB-4,India,3631,Uncapped,2017,2060
0,112,EB-4,China,0,Uncapped,2017,2060
4699,9106,EB-4,ROW,87323,Uncapped,2017,2060
0,694,EB-5,India,851,Uncapped,2017,2060
122,2717,EB-5,China,15564,Uncapped,2017,2060
0,6501,EB-5,ROW,0,Uncapped,2017,2060
138,12028,EB-1,India,12812,Uncapped,2018,2060
106,5892,EB-1,China,7378,Uncapped,2018,2060
98,21972,EB-1,ROW,7604,Uncapped,2018,2060
3880,2792,EB-2,India,229669,Uncapped,2018,2060
740,2792,EB-2,China,30856,Uncapped,2018,2060
406,34308,EB-2,ROW,15930,Uncapped,2018,2060
2463,2792,EB-3,India,107346,Uncapped,2018,2060
1087,2792,EB-3,China,27080,Uncapped,2018,2060
748,34308,EB-3,ROW,19281,Uncapped,2018,2060
166,693,EB-4,India,3714,Uncapped,2018,2060
0,135,EB-4,China,0,Uncapped,2018,2060
4969,9076,EB-4,ROW,90859,Uncapped,2018,2060
9,693,EB-5,India,1757,Uncapped,2018,2060
163,1009,EB-5,China,24304,Uncapped,2018,2060
0,8201,EB-5,ROW,0,Uncapped,2018,2060
149,9701,EB-1,India,15528,Uncapped,2019,2060
121,4707,EB-1,China,8711,Uncapped,2019,2060
68,25800,EB-1,ROW,5391,Uncapped,2019,2060
4580,2814,EB-2,India,267228,Uncapped,2019,2060
1042,2814,EB-2,China,38653,Uncapped,2019,2060
566,34579,EB-2,ROW,19550,Uncapped,2019,2060
2246,2814,EB-3,India,114972,Uncapped,2019,2060
1026,2814,EB-3,China,28443,Uncapped,2019,2060
1114,34579,EB-3,ROW,28484,Uncapped,2019,2060
131,699,EB-4,India,4032,Uncapped,2019,2060
0,178,EB-4,China,0,Uncapped,2019,2060
6040,9105,EB-4,ROW,114360,Uncapped,2019,2060
12,699,EB-5,India,1864,Uncapped,2019,2060
188,7019,EB-5,China,23657,Uncapped,2019,2060
0,2264,EB-5,ROW,0,Uncapped,2019,2060
158,12130,EB-1,India,16641,Uncapped,2020,2060
112,4766,EB-1,China,9229,Uncapped,2020,2060
0,32042,EB-1,ROW,0,Uncapped,2020,2060
5237,2599,EB-2,India,295882,Uncapped,2020,2060
1147,3118,EB-2,China,46220,Uncapped,2020,2060
530,36369,EB-2,ROW,20890,Uncapped,2020,2060
2474,2946,EB-3,India,120132,Uncapped,2020,2060
1188,2946,EB-3,China,30349,Uncapped,2020,2060
1371,36193,EB-3,ROW,34567,Uncapped,2020,2060
163,731,EB-4,India,4567,Uncapped,2020,2060
0,203,EB-4,China,0,Uncapped,2020,2060
7836,9514,EB-4,ROW,151705,Uncapped,2020,2060
8,731,EB-5,India,1882,Uncapped,2020,2060
253,1250,EB-5,China,24532,Uncapped,2020,2060
0,1615,EB-5,ROW,0,Uncapped,2020,2060
95,30825,EB-1,India,10879,Uncapped,2021,2060
103,9118,EB-1,China,8122,Uncapped,2021,2060
0,18912,EB-1,ROW,0,Uncapped,2021,2060
5214,28246,EB-2,India,315840,Uncapped,2021,2060
1290,6091,EB-2,China,51234,Uncapped,2021,2060
716,25404,EB-2,ROW,27863,Uncapped,2021,2060
3387,20994,EB-3,India,155615,Uncapped,2021,2060
1398,3914,EB-3,China,36967,Uncapped,2021,2060
1650,35173,EB-3,ROW,41590,Uncapped,2021,2060
184,972,EB-4,India,4606,Uncapped,2021,2060
0,66,EB-4,China,0,Uncapped,2021,2060
8467,12843,EB-4,ROW,165271,Uncapped,2021,2060
13,972,EB-5,India,1798,Uncapped,2021,2060
256,972,EB-5,China,25345,Uncapped,2021,2060
4,1005,EB-5,ROW,237,Uncapped,2021,2060
112,20328,EB-1,India,10411,Uncapped,2022,2060
98,11425,EB-1,China,6838,Uncapped,2022,2060
0,22384,EB-1,ROW,0,Uncapped,2022,2060
5574,59432,EB-2,India,329373,Uncapped,2022,2060
1428,8523,EB-2,China,54985,Uncapped,2022,2060
854,41355,EB-2,ROW,31712,Uncapped,2022,2060
3756,13919,EB-3,India,162383,Uncapped,2022,2060
1414,5510,EB-3,China,36521,Uncapped,2022,2060
1651,61946,EB-3,ROW,42657,Uncapped,2022,2060
221,1368,EB-4,India,5351,Uncapped,2022,2060
0,183,EB-4,China,0,Uncapped,2022,2060
9610,17992,EB-4,ROW,184639,Uncapped,2022,2060
8,1368,EB-5,India,1374,Uncapped,2022,2060
245,8446,EB-5,China,21904,Uncapped,2022,2060
0,1071,EB-5,ROW,0,Uncapped,2022,2060
133,15214,EB-1,India,14997,Uncapped,2023,2060
119,9602,EB-1,China,9138,Uncapped,2023,2060
0,30648,EB-1,ROW,0,Uncapped,2023,2060
6011,3882,EB-2,India,360946,Uncapped,2023,2060
1572,3882,EB-2,China,63750,Uncapped,2023,2060
1031,47699,EB-2,ROW,39171,Uncapped,2023,2060
4074,3882,EB-3,India,169157,Uncapped,2023,2060
1433,3882,EB-3,China,36396,Uncapped,2023,2060
2356,47699,EB-3,ROW,58857,Uncapped,2023,2060
240,964,EB-4,India,6316,Uncapped,2023,2060
