year,dimension,group,scenario,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,p025,p975
2014,nationality,India,Capped,50,191.16,16.8708902780947,2.385904184058992,186.36534603355202,195.95465396644798,161.45,222.975
2015,nationality,India,Capped,50,175.28,12.579607728869963,1.779025185950131,171.70491504008538,178.85508495991462,149.9,192.775
2016,nationality,India,Capped,50,337.8,22.563289671861384,3.1909310265699147,331.38758402561774,344.2124159743823,296.25,387.65
2017,nationality,India,Capped,50,575.2,23.493811603770666,3.322526700189087,568.5231326185993,581.8768673814008,528.825,618.2
2018,nationality,India,Capped,50,807.3,35.73556508920627,5.053772080822201,797.1440647722845,817.4559352277154,741.7,876.975
2019,nationality,India,Capped,50,1298.04,36.58981680573915,5.17458151714233,1287.6412891206442,1308.4387108793558,1235.35,1369.975
2020,nationality,India,Capped,50,1534.66,41.80792327991898,5.912533211711527,1522.7783196690405,1546.5416803309597,1463.8,1618.55
2021,nationality,India,Capped,50,1718.8,41.746562854971444,5.903855537196149,1706.9357581088623,1730.6642418911376,1639.375,1801.675
2022,nationality,India,Capped,50,1808.06,47.17159730003569,6.671071266051254,1794.653980378619,1821.4660196213808,1733.225,1898.425
2023,nationality,India,Capped,50,2503.02,53.02809805823201,7.499305546080209,2487.9495812789314,2518.0904187210685,2393.8,2580.1
2024,nationality,India,Capped,50,3082.72,55.09288631437801,7.791310701607246,3067.0627749492696,3098.37722505073,2988.8,3171.4
2025,nationality,India,Capped,50,4071.68,66.5191210809926,9.40722431898778,4052.775474958442,4090.5845250415578,3930.35,4190.95
2026,nationality,India,Capped,50,4759.7,68.8163038346974,9.732095019541667,4740.14262284334,4779.2573771566595,4626.375,4863.625
2027,nationality,India,Capped,50,5926.74,97.21044077627859,13.747632375007973,5899.113098410027,5954.366901589972,5718.875,6099.325
2028,nationality,India,Capped,50,7021.76,85.11038690538113,12.036426346041146,6997.571895671466,7045.948104328534,6884.575,7177.95
2029,nationality,India,Capped,50,8130.62,85.76400700736401,12.128862187327535,8106.246138893794,8154.993861106206,7988.625,8266.575
2030,nationality,India,Capped,50,9588.08,85.90356244543254,12.148598306649477,9563.666477677127,9612.493522322873,9414.55,9729.95
2031,nationality,India,Capped,50,10047.0,119.84939528850535,16.94926402592184,10012.939178725943,10081.060821274057,9851.825,10273.7
2032,nationality,India,Capped,50,11287.98,109.45551514619247,15.47934739962791,11256.873086778787,11319.086913221212,11070.0,11463.85
2033,nationality,India,Capped,50,12757.66,108.11834219209683,15.290242586935856,12726.933107127594,12788.386892872406,12590.575,12986.075
2034,nationality,India,Capped,50,14211.06,112.24179620946259,15.873387046453905,14179.161234462077,14242.958765537922,13986.3,14405.8
2035,nationality,India,Capped,50,16024.7,115.68593127030421,16.360461297822596,15991.822422107885,16057.577577892116,15783.125,16213.5
2036,nationality,India,Capped,50,17292.96,137.9421588335976,19.507967184549734,17253.757272219198,17332.1627277808,17042.075,17512.05
2037,nationality,India,Capped,50,18037.92,129.693805809322,18.341473913132564,18001.061428211717,18074.77857178828,17819.925,18249.5
2038,nationality,India,Capped,50,17759.4,127.05647145570944,17.96849851199343,17723.290950341907,17795.509049658096,17510.225,17981.7
2039,nationality,India,Capped,50,18156.1,121.87518707468635,17.235754247777958,18121.463455070418,18190.73654492958,17933.175,18371.55
2040,nationality,India,Capped,50,18427.62,141.24705378903175,19.975349911369076,18387.47803146512,18467.761968534876,18155.475,18635.4
2009,nationality,China,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,nationality,China,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,nationality,China,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,nationality,China,Capped,50,38.36,6.681561591882728,0.944915502107172,36.461121205785886,40.25887879421411,25.45,51.55
2013,nationality,China,Capped,50,61.2,7.213932098830057,1.0202040612204073,59.14982318175279,63.25017681824722,46.45,74.0
2014,nationality,China,Capped,50,57.5,6.280029897238077,0.8881303452782602,55.71523525078577,59.28476474921423,44.225,68.775
2015,nationality,China,Capped,50,95.82,10.173374613195376,1.438732435308304,92.92875892514978,98.71124107485021,80.0,112.775
2016,nationality,China,Capped,50,262.12,16.411345005756207,2.320914668392439,257.4559473549085,266.7840526450915,238.225,291.55
2017,nationality,China,Capped,50,166.6,14.56722628480292,2.0601168978126125,162.46004009656426,170.73995990343573,139.45,194.325
2018,nationality,China,Capped,50,46.68,7.06656398333817,0.9993630624614083,44.671704736775915,48.688295263224084,35.0,60.87499999999999
2019,nationality,China,Capped,50,169.48,12.752334720212081,1.8034524713245232,165.8558265722867,173.10417342771328,142.675,191.55
2020,nationality,China,Capped,50,157.8,13.457415829806498,1.9031659981006728,153.97544473807054,161.6245552619295,137.0,181.0
2021,nationality,China,Capped,50,214.86,14.059654247207519,1.988335371867736,210.86429047358646,218.85570952641356,190.125,239.55
2022,nationality,China,Capped,50,173.58,13.079178030716749,1.8496750955731855,169.86293873120147,177.29706126879856,150.575,200.64999999999998
2023,nationality,China,Capped,50,224.62,18.1579127632657,2.567916649419787,219.4595782903141,229.7804217096859,195.225,256.55
2024,nationality,China,Capped,50,412.16,22.372869867820913,3.164001599628069,405.8017007351502,418.5182992648499,376.675,452.1
2025,nationality,China,Capped,50,540.46,24.44920598852625,3.4576398698227315,533.5116125386935,547.4083874613066,500.675,586.325
2026,nationality,China,Capped,50,524.8,27.784887978899608,3.9293765408777,516.9036222060956,532.6963777939043,473.575,563.775
2027,nationality,China,Capped,50,553.08,25.572497982426835,3.616497347050664,545.8123764862235,560.3476235137766,509.45,594.0
2028,nationality,China,Capped,50,611.38,31.04761977797253,4.390796496941189,602.5563640884732,620.2036359115268,553.925,682.65
2029,nationality,China,Capped,50,609.5,23.872321946179447,3.376056146162385,602.7155611695141,616.2844388304859,571.35,657.775
2030,nationality,China,Capped,50,670.9,22.379153929767874,3.164890300191287,664.539914824505,677.260085175495,627.925,712.2
2031,nationality,China,Capped,50,880.08,25.451706971342848,3.5994149184418904,872.8467049117456,887.3132950882544,833.225,926.85
2032,nationality,China,Capped,50,974.3,31.11089447608411,4.399744890563635,965.4583816182374,983.1416183817626,924.45,1031.65
2033,nationality,China,Capped,50,1106.92,33.507745068742494,4.738710752075583,1097.3972042167109,1116.4427957832893,1041.9,1168.05
2034,nationality,China,Capped,50,1270.16,33.22487388836802,4.698706726106576,1260.7175953166836,1279.6024046833165,1207.225,1340.875
2035,nationality,China,Capped,50,1419.2,37.35707456972726,5.283088150709134,1408.583236876764,1429.8167631232361,1343.15,1476.325
2036,nationality,China,Capped,50,1571.3,36.87997631589837,5.2156162685942,1560.8188267002647,1581.7811732997352,1507.025,1636.3
2037,nationality,China,Capped,50,1727.68,42.8906725981112,6.065657088755294,1715.4906057175199,1739.8693942824802,1659.35,1808.325
2038,nationality,China,Capped,50,1913.56,48.35462538287694,6.838376701993488,1899.8177675175123,1927.3022324824876,1823.6,2004.1499999999999
2039,nationality,China,Capped,50,2099.88,47.227041717513444,6.678912290766746,2086.4582232495172,2113.301776750483,1978.775,2177.65
2040,nationality,China,Capped,50,2268.92,43.595468777834974,6.1653303203627035,2256.530304859477,2281.309695140523,2201.35,2350.775
2009,nationality,ROW,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,nationality,ROW,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,nationality,ROW,Capped,50,32.92,6.499105118932819,0.9191122602483199,31.072974761663094,34.76702523833691,22.225,44.0
2012,nationality,ROW,Capped,50,80.82,10.924023329995489,1.544890194895972,77.71542692025328,83.92457307974671,65.225,104.1
2013,nationality,ROW,Capped,50,55.82,7.032548236157186,0.994552509361648,53.82137190516209,57.81862809483791,39.9,68.55
2014,nationality,ROW,Capped,50,47.92,6.6634550087069115,0.9423548445576244,46.02626703978822,49.81373296021178,38.0,58.775
2015,nationality,ROW,Capped,50,87.02,9.496486998154763,1.3430060707690228,84.32112825686833,89.71887174313166,69.675,106.0
2016,nationality,ROW,Capped,50,192.78,14.52835369973108,2.0546194841113024,188.65108756300668,196.90891243699332,168.0,218.0
2017,nationality,ROW,Capped,50,322.24,17.861782254470647,2.5260374712427467,317.16373764973,327.31626235027,293.125,358.525
2018,nationality,ROW,Capped,50,477.46,22.345350609859562,3.16010978884453,471.1095216217283,483.8104783782717,440.675,523.75
2019,nationality,ROW,Capped,50,673.06,26.237852388470817,3.710592669531873,665.6032848562354,680.5167151437645,624.35,717.775
2020,nationality,ROW,Capped,50,829.64,30.900604313488362,4.3700053705659805,820.8581454211889,838.4218545788111,778.675,882.55
2021,nationality,ROW,Capped,50,897.78,33.82264064806536,4.783243711976556,888.1677118832578,907.3922881167422,840.25,953.875
2022,nationality,ROW,Capped,50,927.28,28.94402761700378,4.093303640566816,919.0541983658659,935.5058016341341,859.225,973.3
2023,nationality,ROW,Capped,50,1051.54,33.20757843182972,4.696260779186186,1042.1025106310462,1060.9774893689537,993.0,1102.55
2024,nationality,ROW,Capped,50,1285.18,36.91451238320501,5.2205004060718085,1274.689011658535,1295.670988341465,1215.7,1340.55
2025,nationality,ROW,Capped,50,1495.98,39.68729298515831,5.612630799348548,1484.7009961304802,1507.2590038695198,1422.95,1569.85
2026,nationality,ROW,Capped,50,1704.9,44.53810567528504,6.298639308839421,1692.2424104173476,1717.5575895826526,1623.225,1789.075
2027,nationality,ROW,Capped,50,1987.96,48.151105694385016,6.809594671625965,1974.2756071730132,2001.6443928269869,1877.75,2074.1
2028,nationality,ROW,Capped,50,2173.0,46.17093351926964,6.529556037037765,2159.878365878521,2186.121634121479,2095.475,2260.1
2029,nationality,ROW,Capped,50,2439.02,49.2687299927859,6.96765061566959,2425.017981861782,2453.022018138218,2343.9,2518.65
2030,nationality,ROW,Capped,50,2676.32,59.63612109095888,8.433821125415822,2659.371601911987,2693.2683980880133,2564.675,2782.975
2031,nationality,ROW,Capped,50,2880.42,50.24677469596371,7.1059670240537125,2866.1400246326048,2894.6999753673954,2790.0,2954.725
2032,nationality,ROW,Capped,50,3229.42,76.70566325578707,10.847818928715766,3207.620491703991,3251.2195082960093,3075.675,3386.875
2033,nationality,ROW,Capped,50,3541.26,66.08553826176298,9.34590644865113,3522.4786978322645,3560.041302167736,3405.375,3657.1
2034,nationality,ROW,Capped,50,3984.12,60.67230145021125,8.580359157127756,3966.877122712161,4001.3628772878387,3873.25,4092.6
2035,nationality,ROW,Capped,50,4154.7,55.89905260049273,7.905319831142385,4138.813665025749,4170.58633497425,4049.925,4245.0
2036,nationality,ROW,Capped,50,4321.3,65.62268460444054,9.280449056693191,4302.65023938623,4339.94976061377,4210.225,4440.875
2037,nationality,ROW,Capped,50,4572.4,78.52154260495156,11.104623049037931,4550.084424502998,4594.715575497001,4411.825,4710.1
2038,nationality,ROW,Capped,50,4828.72,78.35399524866982,11.080928274678591,4806.452040934801,4850.9879590652,4671.05,4963.2
2039,nationality,ROW,Capped,50,5102.14,71.53335457202137,10.116344019779605,5081.810445567571,5122.4695544324295,4983.175,5239.775
2040,nationality,ROW,Capped,50,5349.54,81.30070411623701,11.49765583916645,5326.434595540577,5372.645404459423,5231.125,5522.375
2009,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,category,EB-1,Capped,50,0.62,0.9233921492109892,0.13058737008030216,0.35757485480479306,0.882425145195207,0.0,3.0
2020,category,EB-1,Capped,50,1.48,1.129204162592543,0.1596935841426528,1.1590837277785104,1.8009162722214895,0.0,4.0
2021,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,category,EB-1,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,category,EB-1,Capped,50,1.72,1.2623269733928297,0.1785199925921521,1.361250643554316,2.078749356445684,0.0,4.774999999999999
2026,category,EB-1,Capped,50,4.14,1.678313050023014,0.23734930772503007,3.663028708646012,4.6169712913539875,2.0,8.0
2027,category,EB-1,Capped,50,9.18,2.715713909972169,0.3840599443007908,8.408202646359896,9.951797353640103,4.45,13.0
2028,category,EB-1,Capped,50,13.94,3.8301169588365505,0.5416603348661843,12.851492804117784,15.028507195882215,7.225,20.0
2029,category,EB-1,Capped,50,27.74,5.094254466693687,0.720436375697793,26.292228899470576,29.18777110052942,18.225,36.775
2030,category,EB-1,Capped,50,42.6,6.860118402024554,0.9701672483628369,40.650375921816234,44.54962407818377,28.45,54.099999999999994
2031,category,EB-1,Capped,50,55.06,6.5322121764657455,0.923794305225653,53.20356584001752,56.91643415998249,42.45,68.64999999999999
2032,category,EB-1,Capped,50,66.3,7.016743822995894,0.9923174278178433,64.30586346968548,68.29413653031452,52.225,78.0
2033,category,EB-1,Capped,50,94.56,9.100706409002388,1.2870342430786925,91.97360785577169,97.14639214422832,81.225,113.775
2034,category,EB-1,Capped,50,144.56,13.184963606552824,1.864635435178268,140.81287480319205,148.30712519680796,113.225,165.325
2035,category,EB-1,Capped,50,199.92,13.258559037659486,1.8750434008582415,196.15195921309268,203.6880407869073,178.9,228.64999999999998
2036,category,EB-1,Capped,50,240.64,16.49707457059448,2.3330386597215016,235.95158328215848,245.3284167178415,208.45,272.425
2037,category,EB-1,Capped,50,284.16,15.52924824389153,2.196167347996997,279.74663648087346,288.5733635191266,259.9,315.1
2038,category,EB-1,Capped,50,364.42,21.09752862981146,2.9836411120834025,358.42414870467644,370.4158512953236,330.9,404.0
2039,category,EB-1,Capped,50,442.7,21.19419443033918,2.997311720695798,436.67667658813247,448.7233234118675,404.025,486.775
2040,category,EB-1,Capped,50,522.22,21.741796482483096,3.0747543455883246,516.0410498068502,528.3989501931499,483.675,559.1
2009,category,EB-2,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-2,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-2,Capped,50,0.14,0.3505098327538656,0.0495695759225642,0.040386207711017225,0.2396137922889828,0.0,1.0
2012,category,EB-2,Capped,50,1.26,1.2747148540688122,0.1802719034782555,0.8977300468199454,1.6222699531800546,0.0,4.774999999999999
2013,category,EB-2,Capped,50,4.54,2.1685130803368096,0.3066740608395773,3.9237154014669198,5.15628459853308,1.225,9.0
2014,category,EB-2,Capped,50,21.8,4.562491263620375,0.6452337023220694,20.50335432965235,23.09664567034765,14.225,30.775
2015,category,EB-2,Capped,50,60.18,8.230580111972172,1.1639798020549312,57.84089501327182,62.51910498672818,43.45,75.55
2016,category,EB-2,Capped,50,106.78,9.491757971406305,1.3423372853925732,104.0824722313998,109.4775277686002,91.45,124.55
2017,category,EB-2,Capped,50,171.78,13.689397058918802,1.9359730981433327,167.8895164022228,175.6704835977772,148.0,197.55
2018,category,EB-2,Capped,50,271.54,17.44520283747989,2.467124245111366,266.58212821010306,276.497871789897,244.0,304.0
2019,category,EB-2,Capped,50,443.28,18.617569055895036,2.6329218657264417,437.98894541734,448.57105458265994,411.675,475.325
2020,category,EB-2,Capped,50,682.98,23.501185380438034,3.3235695096859774,676.3010370144573,689.6589629855428,644.35,720.775
2021,category,EB-2,Capped,50,819.06,26.129512597280275,3.69527110932724,811.6340746842168,826.4859253157831,766.375,861.0
2022,category,EB-2,Capped,50,820.3,27.151314471881843,3.839775716239219,812.5836818045154,828.0163181954845,772.8,870.775
2023,category,EB-2,Capped,50,1196.62,35.57165232287632,5.03059131510321,1186.510648265051,1206.7293517349488,1137.25,1261.875
2024,category,EB-2,Capped,50,1699.04,38.36875854980274,5.426161871254968,1688.1357194708712,1709.9442805291287,1637.225,1768.75
2025,category,EB-2,Capped,50,2294.24,51.34062321239132,7.260660564765074,2279.649156323847,2308.8308436761527,2215.225,2381.1
2026,category,EB-2,Capped,50,3003.5,65.00525881395588,9.193131864026958,2985.0257098543875,3021.9742901456125,2893.15,3149.1
2027,category,EB-2,Capped,50,3773.6,70.41567543479772,9.958280320355291,3753.5880864638225,3793.6119135361773,3647.175,3921.05
2028,category,EB-2,Capped,50,4622.4,67.10971826579431,9.490747373852374,4603.327629095656,4641.472370904343,4497.7,4764.425
2029,category,EB-2,Capped,50,5557.6,62.82109355875913,8.884244251390625,5539.746442751798,5575.453557248203,5451.45,5692.95
2030,category,EB-2,Capped,50,6678.18,77.16102696071802,10.912217081448345,6656.251078770943,6700.108921229057,6545.35,6808.85
2031,category,EB-2,Capped,50,7872.32,95.58550825180092,13.517832213602224,7845.154899123877,7899.4851008761225,7736.225,8037.25
2032,category,EB-2,Capped,50,9092.36,111.20504319792813,15.726768029479587,9060.755876407882,9123.964123592119,8865.3,9273.4
2033,category,EB-2,Capped,50,10484.88,92.30863050281984,13.054411718117459,10458.646177475981,10511.113822524017,10369.225,10705.45
2034,category,EB-2,Capped,50,11684.54,102.51255970835567,14.497465225313828,11655.406252882069,11713.673747117933,11500.575,11876.65
2035,category,EB-2,Capped,50,13049.82,95.84483421081158,13.554506442433054,13022.581199501778,13077.058800498222,12842.575,13213.65
2036,category,EB-2,Capped,50,14123.68,124.34078254571841,17.58444210322388,14088.34274059063,14159.017259409371,13904.525,14366.85
2037,category,EB-2,Capped,50,14461.68,121.61472118194929,17.19891880797352,14427.1174786581,14496.242521341901,14228.275,14677.675
2038,category,EB-2,Capped,50,14303.52,117.82557845720729,16.66305310486377,14270.034341105496,14337.005658894504,14094.225,14539.75
2039,category,EB-2,Capped,50,14379.02,99.72646057479184,14.10345130723364,14350.678053494925,14407.361946505076,14210.2,14535.4
2040,category,EB-2,Capped,50,14464.74,116.08983326611809,16.41758166585755,14431.747634430745,14497.732365569254,14260.35,14663.05
2009,category,EB-3,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-3,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-3,Capped,50,34.56,6.299206299209449,0.8908422980528035,32.76978537764578,36.35021462235422,24.0,45.55
2012,category,EB-3,Capped,50,156.24,14.37906641685781,2.033507074098382,152.15351453936478,160.32648546063524,133.675,183.0
2013,category,EB-3,Capped,50,251.2,17.863427465532098,2.5262701392223534,246.1232700859197,256.27672991408025,224.225,288.325
2014,category,EB-3,Capped,50,236.84,17.92997717881016,2.5356816899313412,231.74435686667195,241.93564313332806,205.675,266.325
2015,category,EB-3,Capped,50,206.0,12.825357535693394,1.8137794569261574,202.35507371774747,209.64492628225253,186.0,229.0
2016,category,EB-3,Capped,50,482.26,21.67553873821448,3.065384085532632,476.0998800494236,488.4201199505764,443.675,524.55
2017,category,EB-3,Capped,50,550.46,23.89877462489298,3.379797119862163,543.6680434014044,557.2519565985957,511.675,595.425
2018,category,EB-3,Capped,50,552.48,28.8028059857553,4.073331885945611,544.2943331093948,560.6656668906053,496.225,612.2
2019,category,EB-3,Capped,50,983.82,33.65896793499438,4.7600968949150175,974.254227153643,993.3857728463571,924.675,1039.325
2020,category,EB-3,Capped,50,959.1,32.488145404697,4.594517584767164,949.8669712350971,968.3330287649029,902.675,1024.425
2021,category,EB-3,Capped,50,1065.54,34.76992014570605,4.9172092632687,1055.6584980287528,1075.4215019712472,992.8,1125.975
2022,category,EB-3,Capped,50,1110.44,37.32929035445687,5.279158869303607,1099.8311330633762,1121.0488669366239,1036.425,1183.6
2023,category,EB-3,Capped,50,1430.06,33.299757920306575,4.7092969274638445,1420.5963135102797,1439.5236864897201,1366.05,1479.1
2024,category,EB-3,Capped,50,1590.7,37.4423366181729,5.295146025235888,1580.0590056707026,1601.3409943292975,1529.125,1659.425
2025,category,EB-3,Capped,50,2039.96,37.59448504930542,5.316663062716028,2029.2757655650062,2050.644234434994,1962.45,2101.875
2026,category,EB-3,Capped,50,2076.14,49.963255886456295,7.065871409494386,2061.9405997867407,2090.339400213259,1985.675,2151.3
2027,category,EB-3,Capped,50,2569.12,55.20782257497019,7.807565143461036,2553.4301104254273,2584.8098895745725,2459.175,2656.2
2028,category,EB-3,Capped,50,2965.24,63.20893762687653,8.939093685512383,2947.2762186872155,2983.203781312784,2863.575,3099.075
2029,category,EB-3,Capped,50,3184.06,55.589020351805715,7.861474650055764,3168.2617752159285,3199.8582247840714,3071.875,3286.1
2030,category,EB-3,Capped,50,3578.7,53.71134110469879,7.595930704351252,3563.4354057535857,3593.964594246414,3481.25,3669.1
2031,category,EB-3,Capped,50,3069.64,65.13526271521127,9.211517192058636,3051.1287631544487,3088.151236845551,2923.8,3182.05
2032,category,EB-3,Capped,50,3239.3,50.89174184241586,7.197179152633483,3224.836726997685,3253.763273002315,3160.45,3329.55
2033,category,EB-3,Capped,50,3503.86,58.5313486561706,8.27758270935447,3487.2255747639924,3520.494425236008,3382.825,3596.2
2034,category,EB-3,Capped,50,3958.96,64.57647262220608,9.13249233925387,3940.607569541763,3977.312430458237,3823.75,4066.55
2035,category,EB-3,Capped,50,4564.0,61.20790931950957,8.656105548415299,4546.604904639928,4581.395095360072,4443.375,4673.175
2036,category,EB-3,Capped,50,4929.88,74.07818263738078,10.476237056173503,4908.827213433618,4950.932786566382,4814.125,5051.85
2037,category,EB-3,Capped,50,5513.38,75.61715872655856,10.693881141921814,5491.88984126839,5534.87015873161,5370.6,5648.05
2038,category,EB-3,Capped,50,5620.18,77.22738490711593,10.921601512225061,5598.23222005124,5642.127779948761,5475.375,5791.8
2039,category,EB-3,Capped,50,6176.86,68.74798995206318,9.7224339776097,6157.322037433972,6196.397962566028,6062.575,6305.65
2040,category,EB-3,Capped,50,6574.56,85.56109167234408,12.100165625447667,6550.243806793938,6598.876193206062,6418.425,6726.95
2009,category,EB-4,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-4,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-4,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,category,EB-4,Capped,50,1.6,1.212183053462653,0.17142857142857143,1.255501387920702,1.9444986120792982,0.0,4.774999999999999
2013,category,EB-4,Capped,50,9.14,2.9067830595182094,0.4110812025647011,8.313901394876668,9.966098605123333,4.0,15.0
2014,category,EB-4,Capped,50,37.94,6.434632063756122,0.9099943933444685,36.11129780120851,39.76870219879149,28.0,51.0
2015,category,EB-4,Capped,50,91.94,9.689906383153849,1.3703597025181797,89.18615907585968,94.69384092414032,72.675,110.775
2016,category,EB-4,Capped,50,203.66,14.642139355229451,2.0707112058322337,199.4987500375135,207.8212499624865,174.225,232.1
2017,category,EB-4,Capped,50,341.8,18.03963889407356,2.551190198431201,336.67319135202587,346.92680864797416,310.7,377.97499999999997
2018,category,EB-4,Capped,50,507.42,23.85850295524231,3.3741018457222243,500.6394884832846,514.2005115167154,468.0,561.0749999999999
2019,category,EB-4,Capped,50,712.86,27.06153984487044,3.8270796667315676,705.1691954712154,720.5508045287846,666.9,757.775
2020,category,EB-4,Capped,50,878.54,32.95835962829089,4.661015917989886,869.1733378313422,887.9066621686577,827.0,939.75
2021,category,EB-4,Capped,50,946.84,35.98659614413145,5.089273233067402,936.6127225358431,957.067277464157,878.8,1001.0
2022,category,EB-4,Capped,50,972.2,28.43826109095897,4.021777452514127,964.1179356221829,980.2820643778172,913.0,1015.875
2023,category,EB-4,Capped,50,1100.74,35.0561124542948,4.957682967694007,1090.7771630745847,1110.7028369254153,1037.35,1157.55
2024,category,EB-4,Capped,50,1335.88,37.046380197183716,5.2391493311687265,1325.3515352404613,1346.408464759539,1260.95,1400.775
2025,category,EB-4,Capped,50,1536.66,42.87362064182095,6.063245577970227,1524.4754518298778,1548.8445481701224,1458.4,1628.775
2026,category,EB-4,Capped,50,1744.7,45.64738408134017,6.455514965468499,1731.7271569824773,1757.6728430175228,1664.575,1830.55
2027,category,EB-4,Capped,50,2002.72,49.6954151377598,7.027993007558112,1988.5967192852938,2016.8432807147062,1886.05,2092.925
2028,category,EB-4,Capped,50,2151.28,50.34454350994246,7.119793622324301,2136.9722390431066,2165.587760956894,2061.475,2241.65
2029,category,EB-4,Capped,50,2392.82,47.78937205731681,6.758437810075125,2379.2384107351954,2406.401589264805,2310.225,2474.75
2030,category,EB-4,Capped,50,2617.3,60.09049298299004,8.49807901462298,2600.222470849046,2634.377529150954,2499.525,2702.075
2031,category,EB-4,Capped,50,2791.3,52.5812296764322,7.436108813466508,2776.356579867859,2806.243420132141,2704.225,2875.325
2032,category,EB-4,Capped,50,3068.8,73.82411530116701,10.44030650891055,3047.8194185716543,3089.780581428346,2950.9,3212.5
2033,category,EB-4,Capped,50,3288.2,66.88491486676719,9.4589553722752,3269.191517514765,3307.2084824852345,3159.525,3389.975
2034,category,EB-4,Capped,50,3636.9,57.711898819100746,8.161695002027608,3620.498459830924,3653.3015401690764,3528.925,3730.0
2035,category,EB-4,Capped,50,3734.82,52.589162381616234,7.4372306673922655,3719.8743254179903,3749.76567458201,3661.9,3841.175
2036,category,EB-4,Capped,50,3834.24,52.99424689607008,7.49451826881706,3819.1792016727723,3849.3007983272273,3728.2,3935.525
2037,category,EB-4,Capped,50,4015.04,69.95682633610825,9.89338925851036,3995.158489934817,4034.9215100651827,3889.825,4155.525
2038,category,EB-4,Capped,50,4143.26,81.30863598483427,11.49877757478097,4120.152341328463,4166.367658671537,3943.875,4251.0
2039,category,EB-4,Capped,50,4282.66,67.03353105509426,9.479972875187235,4263.609281261367,4301.710718738633,4155.825,4408.075
2040,category,EB-4,Capped,50,4397.62,70.71266664813169,10.000281220535546,4377.523682494883,4417.716317505116,4266.325,4547.85
2009,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,category,EB-5,Capped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,category,EB-5,Capped,50,5.98,2.637949110616822,0.3730623409084353,5.230303157804943,6.729696842195058,2.0,11.0
2023,category,EB-5,Capped,50,51.76,6.885536452949615,0.973761903597568,49.8031521916705,53.7168478083295,39.225,64.0
